totalLoanAmount,totalLoanNum,rate,financeAmount,houseNum,due,totalReturnNum,toBeReturnAmoun,occupationYear,carBuyDate,age,carEstimatePrice,personalIncome
-0.6820,-1.2578,1.5093,-0.5822,0.4630,1.4350,-1.2387,-0.4213,1.7431,-0.1294,-0.0655,1.9099,-0.4978
-0.5375,-1.2578,3.1957,0.2181,0.4630,4.0413,-1.2387,-0.4213,-0.9517,-0.1294,-0.1829,0.2148,0.5241
3.1914,0.0719,-0.1771,3.4192,0.4630,-0.3025,0.2108,-0.4213,-0.9879,0.9374,-0.0772,4.1265,1.0744
0.5260,2.3989,-0.1771,-0.4367,0.4630,-0.3025,2.3850,0.7644,-0.2024,0.4033,-0.1477,-0.3067,-0.6550
1.8784,0.0719,-0.1771,1.9641,0.4630,-0.3025,0.2108,-0.4213,-0.5380,-0.6621,-0.0068,1.1927,1.5461
-0.6294,-0.2605,-0.1771,-0.7277,0.4630,-0.3025,-0.1516,-0.4213,1.2021,-0.6621,-0.0185,-0.8283,-0.6865
-0.2973,0.4043,-0.1771,-0.4731,0.4630,-0.3025,0.5732,-0.4213,-0.4266,0.9374,-0.2064,-0.5023,-0.5764
-0.5638,-0.9254,-0.1771,-0.4367,0.4630,-0.3025,-0.8763,-0.4213,0.2668,-1.7289,-0.0420,-0.5675,-0.5764
-0.4719,-0.5930,-0.1771,-0.4367,0.4630,-0.3025,-0.5139,-0.4213,-0.6880,0.4033,0.0049,-0.6001,-0.3406
-0.5572,-0.5930,-0.1771,-0.5822,0.4630,-0.3025,-0.8763,0.1822,3.9540,0.9374,-0.0068,-0.7631,-0.7336
0.0927,-0.9254,-1.8634,1.3821,0.4630,-0.7369,-0.8763,-0.4213,0.3972,0.4033,-0.0068,2.1055,-0.3406
-0.1699,1.0692,-0.1771,-0.5094,0.4630,-0.3025,1.2979,-0.4213,1.2402,-1.7289,0.0636,-0.4371,-0.3406
-0.6294,-0.5930,-0.1771,-0.7277,0.4630,-0.3025,-0.5139,-0.4213,-0.5373,0.4033,0.0284,-0.7631,-0.7022
-0.5507,0.7367,-0.1771,-0.8004,0.4630,-0.3025,0.9355,-0.4213,-0.9867,0.9374,-0.0420,-0.8609,-0.7022
-0.6032,-0.9254,-0.1771,-0.6549,0.4630,-0.3025,-0.8763,-0.4213,-1.0242,-1.7289,-0.1242,-0.4371,-0.0669
-0.5638,-0.5930,-0.1771,-0.6186,-2.1600,-0.3025,-0.5139,-0.4213,-0.3503,-0.1294,0.0049,-0.6327,-0.1834
0.3028,-0.9254,-0.1771,1.9641,0.4630,-0.3025,-0.8763,-0.4213,0.9406,0.9374,-0.0303,1.2579,1.5461
1.5370,0.4043,-0.1771,1.2366,-2.1600,-0.3025,0.5732,-0.4213,-0.1820,1.4701,0.0167,1.5187,-0.0261
-0.6163,-1.2578,-1.8634,-0.2184,0.4630,-0.8817,-1.2387,-0.4213,-0.7618,0.4033,-0.0068,-0.1111,-0.1834
0.6704,0.4043,-0.1771,0.3636,0.4630,-0.3025,0.2108,1.9500,-0.2385,-1.1948,-0.0303,0.0192,0.7600
-0.2881,-1.2578,-0.1771,1.6004,0.4630,-0.3025,-1.2387,-0.4213,0.5490,0.9374,0.1223,2.8226,0.7600
1.4845,-0.5930,-0.1771,3.4192,0.4630,-0.3025,-0.5139,-0.4213,1.8962,0.4033,-0.0655,2.8226,0.7600
-0.0780,-0.2605,-0.1771,-0.0729,0.4630,-0.3025,-0.1516,-0.4213,-0.7796,-1.7289,-0.0068,-0.2415,0.4455
-0.4850,-0.9254,-0.1771,-0.2184,-2.1600,-0.3025,-0.8763,-0.4213,0.5306,0.9374,-0.0068,0.0192,0.4455
-0.5073,-0.2605,-0.1771,-0.5822,0.4630,-0.3025,-0.1516,-0.4213,-0.5921,0.4033,-0.1477,-0.6327,-0.6865
0.0402,-0.9254,3.1957,1.2366,0.4630,4.0413,-0.8763,-0.4213,0.0812,0.4033,-0.0420,3.0182,1.5461
-0.4194,-1.2578,-0.1771,0.8729,0.4630,-0.3025,-1.2387,-0.4213,-0.3485,1.4701,-0.1360,2.1707,0.7600
-0.4916,1.7340,-0.1771,-0.7641,0.4630,-0.3025,1.2979,-0.1578,-0.2747,-1.3221,0.0402,-0.0535,-0.0669
0.7492,1.0692,-0.1771,0.1453,0.4630,-0.3025,1.2979,-0.4213,-0.1421,-0.6621,-0.1007,0.2148,-0.1834
-0.1568,-0.5930,-0.1771,0.1453,0.4630,-0.3025,-0.5139,-0.4213,-0.0855,-0.1294,0.0519,0.5408,-0.6550
-0.3668,-0.2605,-0.1771,-0.4367,0.4630,-0.3025,-0.1516,-0.4213,-0.6094,-0.1294,-0.1007,-0.6979,-0.6550
-0.4719,-0.5930,-0.1771,-0.4367,-2.1600,-0.3025,-0.5139,-0.4213,-0.7594,1.4701,-0.1477,-0.5023,-0.6550
-0.5362,-0.2605,-0.1771,-0.6695,0.4630,-0.3025,-0.1516,-0.4213,-0.3475,0.9374,-0.0185,-0.6979,-0.6236
1.2481,-0.2605,-0.1771,1.8186,0.4630,-0.3025,-0.1516,-0.4213,1.4117,0.9374,-0.0420,2.6922,0.4455
0.4078,-0.2605,-0.1771,0.6546,0.4630,-0.3025,-0.1516,-0.4213,1.5039,0.9374,0.0519,0.7364,0.7600
-0.2749,-0.5930,-0.1771,-0.0729,0.4630,-0.3025,-0.5139,-0.4213,-0.4039,-1.1948,-0.1125,-0.2415,-0.1834
-0.4325,-0.2605,-0.1771,-0.5094,-2.1600,-0.3025,-0.1516,-0.4213,-0.9099,0.9374,-0.1594,-0.3719,-0.4978
0.8280,0.7367,-0.1771,0.5091,0.4630,-0.3025,0.9355,-0.4213,-0.3288,-1.1948,0.0167,-0.0459,0.4455
-0.2224,-1.2578,3.1957,1.9641,0.4630,4.0413,-1.2387,-0.4213,-0.0300,0.4033,-0.0538,1.5187,0.7600
-0.2224,-1.2578,-0.1771,1.9641,0.4630,-0.3025,-1.2387,-0.4213,1.5426,-0.1294,0.0636,3.4745,1.5461
-0.5638,-0.9254,-0.1771,-0.4367,0.4630,-0.3025,-0.8763,-0.4213,3.4892,1.4701,0.2398,-0.7305,-0.3406
1.6289,1.0692,-1.8634,0.7274,0.4630,-0.9686,1.2979,-0.4213,-0.6086,0.9374,-0.0185,1.8447,0.7600
-0.0386,-0.5930,-0.1771,0.3636,0.4630,-0.3025,-0.5139,-0.4213,-0.3652,-0.1294,0.0049,0.2148,0.6027
0.1190,2.0664,-0.1771,-0.5094,-2.1600,-0.3025,2.0226,0.3691,-0.6080,-1.1948,0.0049,-0.7761,-0.3406
-0.6426,-0.9254,-0.1771,-0.6549,0.4630,-0.3025,-0.8763,-0.4213,-0.7581,0.4033,0.0402,-0.7631,-0.7336
0.2371,-0.5930,-0.1771,0.8729,-2.1600,-0.3025,-0.5139,-0.4213,-1.0765,1.4701,-0.1594,0.9972,-0.0261
-0.4325,-0.2605,-0.1771,-0.5094,0.4630,-0.3025,-0.1516,-0.4213,-0.1212,1.4701,0.0049,-0.3719,-0.4978
-0.5769,-0.5930,-0.1771,-0.5822,-2.1600,-0.3025,-0.5139,-0.4213,-1.0010,-0.6621,0.0871,-0.6327,-0.6865
-0.0911,0.0719,-0.1771,-0.2184,0.4630,-0.3025,0.2108,-0.4213,-0.3646,0.4033,-0.2064,0.2148,-0.6550
-0.4981,-0.5930,-0.1771,-0.5822,0.4630,-0.3025,-0.5139,-0.4213,-0.5889,-0.6621,-0.1594,-0.4371,-0.4978
-0.5375,-0.2605,-0.1771,-0.6913,0.4630,-0.3025,-0.1516,-0.4213,-0.4586,0.9374,-0.1125,-0.6979,-0.6550
-0.4850,-1.2578,3.1957,0.5091,0.4630,2.3038,-1.2387,-0.4213,0.0093,-1.1948,-0.1007,-0.1111,0.7600
0.3028,-0.2605,-0.1771,0.5091,0.4630,-0.3025,-0.1516,-0.4213,-0.7568,1.4701,0.0519,0.4756,0.2883
-0.2552,1.0692,-0.1771,-0.5822,0.4630,-0.3025,0.9355,0.1057,1.6945,-1.1948,0.1458,-0.5675,-0.4978
-0.6294,-0.9254,3.1957,-0.5822,0.4630,2.3038,-0.8763,-0.4213,0.8325,-0.6621,-0.0185,-0.3719,-0.6865
-0.0911,-0.9254,-0.1771,0.8729,0.4630,-0.3025,-0.8763,-0.4213,-0.0091,-1.3221,-0.0538,-0.0535,-0.0669
-0.5638,-0.5930,-0.1771,-0.4367,0.4630,-0.3025,-0.8763,-0.4213,-0.8694,1.4701,-0.0185,-0.5023,-0.6550
-0.5113,-0.5930,-0.1771,-0.5822,-2.1600,-0.3025,-0.5139,-0.4213,0.2921,-0.6621,-0.1477,-0.4371,-0.4978
-0.6189,-0.5930,-0.1771,-0.7277,0.4630,-0.3025,-0.5139,-0.4213,-0.6628,0.9374,-0.1477,-0.6979,-0.7022
-0.6294,-0.5930,-0.1771,-0.7277,0.4630,-0.3025,-0.5139,-0.4213,0.4599,-0.1294,-0.1477,-0.7631,-0.7022
-0.5375,-0.9254,3.1957,-0.3639,0.4630,6.6476,-1.2387,0.7100,-0.9806,0.4033,0.0284,-0.2415,-0.5764
0.1715,-0.2605,-0.1771,0.5091,-2.1600,-0.3025,-0.1516,-0.4213,0.9100,-0.6621,-0.1360,1.9751,-0.3406
-0.5178,0.0719,-0.1771,-0.6913,0.4630,-0.3025,0.2108,-0.4213,0.0683,-0.6621,-0.0185,-0.8283,-0.6865
-0.6885,-0.5930,-0.1771,-0.8368,-2.1600,-0.3025,-0.5139,-0.4213,-0.6240,-0.1294,-0.1360,-0.8283,-0.7336
0.1058,0.0719,-0.1771,-0.0002,0.4630,-0.3025,0.2108,-0.4213,0.0302,0.4033,-0.1125,-0.0459,-0.1834
0.1190,0.4043,-0.1771,-0.1457,0.4630,-0.3025,0.5732,-0.4213,1.6405,-2.2616,-0.0538,-0.1111,-0.4192
-0.5375,-0.9254,-0.1771,-0.3639,0.4630,-0.3025,-0.8763,-0.4213,-0.2317,-1.3221,-0.1242,-0.1763,-0.6550
-0.6163,-0.9254,-0.1771,-0.5822,0.4630,-0.3025,-0.8763,-0.4213,1.6589,-1.3221,0.0754,-0.5675,-0.6550
-0.6098,-0.5930,-0.1771,-0.6913,-2.1600,-0.3025,-0.5139,-0.4213,-0.5674,0.4033,-0.1712,-0.6979,-0.7179
0.3107,1.7340,-0.1771,-0.2912,0.4630,-0.3025,1.6603,-0.4213,0.6861,-0.6621,0.0167,-0.5023,-0.4978
-0.2487,-0.2605,-0.1771,-0.2184,-2.1600,-0.3025,-0.1516,-0.4213,1.0600,-1.3221,-0.1125,0.0192,-0.4978
-0.4850,1.0692,-0.1771,-0.7277,0.4630,-0.3025,1.2979,-0.4213,3.0638,-1.3221,-0.0185,-0.6653,-0.6786
-0.2224,-1.2578,-1.8634,1.9641,0.4630,-0.8817,-1.2387,-0.4213,-0.4365,0.9374,-0.0890,2.1707,0.7600
-0.0123,0.0719,-0.1771,-0.0729,0.4630,-0.3025,0.2108,-0.4213,-1.0162,-1.3221,0.1341,-0.3719,-0.0261
0.3422,2.0664,-0.1771,-0.3639,0.4630,-0.3025,2.0226,0.3691,-0.5293,-1.3221,-0.0420,-0.0535,-0.0669
0.4341,0.0719,-0.1771,0.3636,-2.1600,-0.3025,0.2108,-0.4213,-0.5287,-0.6621,-0.0538,0.0844,-0.0261
0.3750,1.4016,-0.1771,-0.2184,0.4630,-0.3025,1.6603,-0.4213,-1.1663,-0.1294,-0.0890,-0.3719,-0.6550
-0.3800,-0.2605,-0.1771,-0.4367,0.4630,-0.3025,-0.1516,-0.4213,-1.1663,0.4033,-0.0303,-0.4371,-0.3406
-0.5375,-0.2605,-0.1771,-0.6549,0.4630,-0.3025,-0.1516,-0.4213,-1.0532,-0.6621,0.1458,-0.8283,-0.7179
-0.4325,0.7367,-0.1771,-0.6549,0.4630,-0.3025,0.5732,-0.4213,-1.0722,-0.6621,-0.0538,-0.8283,-0.5764
0.1715,1.0692,-0.1771,-0.0729,0.4630,-0.3025,0.2108,1.0278,-0.5662,-0.1294,-0.1712,-0.1763,-0.0261
-0.1436,0.0719,-0.1771,-0.1457,0.4630,-0.3025,-0.1516,0.6326,0.5375,-0.1294,-0.0185,-0.3067,0.4455
0.0927,0.4043,-0.1771,-0.2184,0.4630,-0.3025,0.5732,-0.4213,4.3555,0.4033,0.1106,-0.2415,-0.1834
-0.2224,0.0719,-0.1771,-0.3639,-2.1600,-0.3025,0.2108,-0.4213,-0.9966,1.4701,-0.1007,-0.3067,-0.6550
-0.1174,-0.2605,-0.1771,-0.0729,0.4630,-0.3025,-0.1516,-0.4213,2.2971,-1.1948,0.0049,-0.3719,-0.4978
-0.3143,-0.5930,-0.1771,-0.1457,0.4630,-0.3025,-0.5139,-0.4213,-0.9037,0.9374,-0.0890,-0.0459,-0.3406
-0.4325,-0.5930,-0.1771,-0.3639,0.4630,-0.3025,-0.5139,-0.4213,-0.5108,0.9374,-0.0185,-0.4371,-0.4978
-0.4850,-0.2605,-0.1771,-0.5822,0.4630,-0.3025,-0.1516,-0.4213,-0.9775,-2.2616,-0.1829,-0.8283,-0.6550
-0.3078,1.7340,-0.1771,-0.6913,-2.1600,-0.3025,1.6603,-0.0261,-1.0716,-0.1294,-0.1360,-0.5675,-0.4978
5.2265,1.7340,-0.1771,3.0554,0.4630,-0.3025,1.6603,4.1896,1.0250,0.4033,0.0636,2.8226,1.5461
-0.6032,-0.5930,-0.1771,-0.6913,0.4630,-0.3025,-0.5139,-0.4213,0.0707,0.4033,-0.1477,-0.7631,-0.6865
0.5654,1.7340,-0.1771,-0.2184,0.4630,-0.3025,2.0226,-0.4213,-0.0423,-0.1294,-0.0303,-0.5675,-0.4978
0.0467,2.0664,-0.1771,-0.5458,0.4630,-0.3025,2.0226,0.3033,1.0810,-0.6621,-0.1007,-0.6979,-0.6550
3.7691,0.7367,-0.1771,2.8372,0.4630,-0.3025,0.5732,5.1117,1.5303,-1.1948,0.0284,1.9099,-0.0261
0.1715,0.7367,-0.1771,-0.2184,0.4630,-0.3025,0.9355,-0.4213,0.1464,-0.6621,0.0871,-0.4371,-0.4978
-0.4719,-0.5930,1.5093,-0.4367,0.4630,1.4350,-0.5139,-0.4213,-0.6399,0.4033,-0.0890,-0.2741,-0.0261
1.0249,-0.5930,-0.1771,2.6917,0.4630,-0.3025,-0.5139,-0.4213,-1.1442,-0.1294,0.2045,1.7143,0.7600
-0.5901,-0.9254,-0.1771,-0.5094,-2.1600,-0.3025,-0.8763,-0.4213,-0.9013,-1.3221,-0.1125,-0.0535,-0.0669
-0.6557,-0.9254,-0.1771,-0.6549,-2.1600,-0.3025,-0.8763,-0.4213,0.2220,-1.3221,0.0284,-0.0535,-0.0669
0.6967,-0.2605,-0.1771,1.1639,0.4630,-0.3025,-0.1516,-0.4213,-0.1708,1.4701,0.0167,1.5187,-0.0261
0.6310,0.7367,-0.1771,0.1453,0.4630,-0.3025,0.9355,-0.4213,0.0351,0.4033,-0.1007,1.2579,1.5461
-0.5113,-0.2605,-0.1771,-0.6186,0.4630,-0.3025,-0.1516,-0.4213,0.2982,-0.1294,-0.0303,-0.7631,-0.3406
-0.5441,-0.2605,-0.1771,-0.6549,0.4630,-0.3025,-0.1516,-0.4213,-0.7501,0.9374,-0.0538,-0.7631,-0.7179
-0.0255,-1.2578,-0.1771,3.0554,0.4630,-0.7369,-1.2387,-0.4213,-0.8251,0.9374,-0.1360,2.1707,0.7600
-0.6688,-1.2578,-0.1771,-0.5094,0.4630,-0.3025,-1.2387,-0.4213,1.3829,0.4033,-0.1125,-0.7631,-0.6550
-0.6294,-1.2578,3.1957,-0.2912,0.4630,6.6476,-1.2387,-0.4213,1.7204,-0.1294,0.0519,-0.3719,0.1311
0.0402,-0.2605,-0.1771,0.1453,0.4630,-0.3025,-0.1516,-0.4213,-0.5435,-0.1294,-0.1007,0.8016,-0.0669
0.5391,0.7367,-0.1771,0.0726,0.4630,-0.3025,0.9355,-0.4213,0.2988,-0.1294,0.0284,-0.1111,-0.0261
0.1715,-0.9254,1.5093,1.6004,0.4630,1.4350,-0.8763,-0.4213,-1.0114,-1.3221,-0.0772,-0.0535,-0.0669
-0.0386,-0.5930,-0.1771,0.3636,0.4630,-0.3025,-0.5139,-0.4213,-0.9000,-1.3221,-0.0185,-0.0535,-0.0669
-0.6951,-1.2578,3.1957,-0.6549,0.4630,4.0413,-1.2387,-0.4213,0.3173,-1.3221,-0.2299,-0.0535,-0.0669
1.0249,1.4016,-0.1771,0.1453,0.4630,-0.3025,1.2979,1.5548,-0.3374,1.4701,-0.2299,0.0844,-0.7336
-0.1896,0.0719,-0.1771,-0.3276,0.4630,-0.3025,0.2108,-0.4213,1.2894,-0.1294,0.0284,-0.5023,-0.6550
0.2371,0.0719,-0.1771,0.1453,0.4630,-0.3025,0.2108,-0.4213,1.0102,0.4033,-0.0068,-0.1111,-0.0261
3.0601,1.0692,-0.1771,1.9641,0.4630,-0.3025,0.9355,3.2015,-0.0387,-1.3221,0.0167,-0.0535,2.3322
-0.1699,0.7367,-0.1771,-0.4367,0.4630,-0.3025,0.9355,-0.4213,0.2430,-0.1294,-0.0538,-0.6327,-0.6550
-0.3275,0.7367,-0.1771,-0.5822,0.4630,-0.3025,0.9355,-0.4213,2.5449,-0.6621,-0.0185,-0.7631,-0.5921
0.3028,1.0692,1.5093,-0.1457,0.4630,1.4350,0.9355,0.7644,-0.6553,1.4701,-0.1712,-0.2415,-0.5293
-0.6688,-1.2578,-0.1771,-0.5094,0.4630,-0.7369,-1.2387,-0.4213,3.2938,-0.1294,0.0754,-0.5023,-0.4978
1.1956,2.3989,-0.1771,-0.0002,0.4630,-0.3025,2.3850,1.0278,-0.2059,-1.1948,0.0167,-0.3719,1.2316
-0.4325,-0.9254,-0.1771,-0.0729,0.4630,-0.3025,-0.8763,-0.4213,-0.1309,1.4701,-0.1360,-0.0459,-0.1834
0.5129,1.0692,1.5093,-0.0729,0.4630,1.4350,0.9355,1.1596,-0.3738,0.4033,-0.1007,0.2148,-0.3406
0.4341,0.4043,-0.1771,0.2181,0.4630,-0.3025,0.2108,1.4231,-0.3362,-0.1294,-0.1829,1.2579,0.7600
-0.2539,1.0692,1.5093,-0.4367,0.4630,1.4350,0.9355,0.0793,-0.9363,0.9374,-0.2064,-0.4371,-0.4192
-0.1174,1.0692,1.5093,-0.5094,0.4630,1.4350,0.9355,0.3691,0.4864,-1.3221,0.0754,-0.0535,-0.3406
0.3028,-0.2605,-0.1771,0.5091,0.4630,-0.3025,-0.5139,2.1897,-0.6542,0.4033,-0.0185,2.3010,0.4455
-0.6163,-0.9254,1.5093,-0.5822,0.4630,1.4350,-0.8763,-0.4213,-0.2619,0.9374,-0.1477,-0.6653,-0.6865
0.3159,0.0719,-0.1771,0.2908,0.4630,-0.3025,0.2108,-0.4213,1.1990,-0.1294,-0.0655,0.0192,-0.7179
-0.6426,-0.9254,1.5093,-0.6549,-2.1600,2.3038,-1.2387,-0.3288,0.3192,-0.6621,-0.0068,-0.8283,-0.6550
-0.6491,-1.2578,3.1957,-0.4003,0.4630,6.6476,-1.2387,-0.4213,-0.2052,-0.1294,0.0284,-0.5023,-0.3406
2.4036,0.4043,-0.1771,1.9641,0.4630,-0.3025,0.5732,-0.4213,-0.7464,-0.1294,0.0754,0.8668,0.4455
0.1058,-0.9254,-0.1771,0.8729,0.4630,-0.3025,-0.8763,-0.4213,1.1811,-0.6621,0.1341,1.7143,2.8038
-0.7017,-1.2578,-0.1771,-0.6913,0.4630,-0.3025,-1.2387,-0.4213,0.8811,-1.3221,-0.1125,-0.0535,-0.0669
-0.6557,-1.2578,3.1957,-0.4367,0.4630,6.6476,-1.2387,-0.4213,-1.0274,1.4701,-0.1477,-0.4371,-0.6079
-0.1962,-0.9254,-0.1771,0.5818,0.4630,-0.3025,-0.8763,-0.4213,-0.8404,0.4033,-0.0890,0.5408,0.7600
0.1715,0.7367,-0.1771,-0.2184,0.4630,-0.3025,0.9355,-0.4213,-0.3534,1.4701,-0.2064,0.0844,-0.7101
-0.1962,0.4043,-0.1771,-0.4367,0.4630,-0.3025,0.5732,-0.4213,-0.5035,-0.6621,0.1106,-0.5023,-0.1834
-0.5901,-0.9254,-0.1771,-0.5094,0.4630,-0.3025,-0.8763,-0.4213,-0.0910,0.4033,-0.1125,-0.6327,-0.7336
0.1387,0.7367,1.5093,0.0726,0.4630,1.4350,0.5732,0.6985,-1.1018,-1.3221,-0.1947,-0.0535,-0.0669
0.1058,0.0719,-0.1771,-0.0002,0.4630,-0.3025,0.2108,-0.4213,-0.3338,-0.6621,-0.1125,-0.1111,-0.0669
-0.2881,0.7367,-0.1771,-0.5822,0.4630,-0.3025,0.5732,0.2374,-0.5202,-1.3221,-0.1477,-0.0535,-0.0669
-0.4325,0.0719,-0.1771,-0.5822,0.4630,-0.3025,0.2108,-0.4213,-0.4274,-1.3221,-0.1007,-0.0535,-0.0669
3.1914,0.0719,-0.1771,3.4192,0.4630,-0.3025,0.2108,-0.4213,-0.9696,0.9374,-0.0772,4.1265,1.0744
0.7098,2.0664,-0.1771,-0.1457,0.4630,-0.3025,2.0226,0.7644,-0.3893,0.4033,0.0167,-0.3719,-0.6550
-0.5507,-0.5930,-0.1771,-0.5822,0.4630,-0.3025,-0.5139,-0.4213,1.2769,0.4033,0.0519,0.0192,-0.5293
2.2066,1.4016,-0.1771,0.8729,0.4630,-0.3025,1.6603,-0.4213,-0.0344,-0.1294,0.0049,0.5408,0.7600
-0.1568,1.0692,-0.1771,-0.4367,0.4630,1.4350,0.9355,0.2374,-1.2124,-1.3221,-0.1007,-0.0535,-0.0669
-0.3537,-0.9254,-0.1771,0.5091,0.4630,-0.3025,-0.8763,-0.4213,-0.3325,-1.1948,-0.0772,-0.0459,0.4455
-0.6557,-1.2578,-0.1771,-0.4367,0.4630,-0.3025,-1.2387,-0.4213,-0.9326,1.4701,-0.0538,-0.1763,-0.5764
-0.6163,-0.9254,-0.1771,-0.5822,0.4630,-0.3025,-0.8763,-0.4213,-0.5760,-1.7289,-0.0185,-0.5349,-0.6079
-0.5244,-0.2605,-0.1771,-0.5822,0.4630,1.4350,-0.1516,-0.4213,1.5015,0.4033,0.0754,-0.6979,-0.6865
2.3379,-0.2605,-0.1771,3.4192,0.4630,-0.3025,-0.1516,-0.4213,0.0978,0.4033,-0.4764,2.8226,0.7600
0.3028,-0.9254,-1.8634,1.9641,0.4630,-0.7369,-0.8763,-0.4213,0.7341,-1.3221,0.2045,-0.0535,-0.0669
1.1431,0.4043,-0.1771,0.8001,0.4630,-0.3025,0.5732,-0.4213,-0.3885,0.9374,-0.0538,1.5187,-0.4192
-0.4325,1.7340,-0.1771,-0.7277,0.4630,-0.3025,1.6603,-0.2105,-0.5188,0.4033,-0.1947,-0.7631,-0.6865
0.1715,-1.2578,-0.1771,4.1467,0.4630,-0.3025,-1.2387,-0.4213,1.5580,-0.1294,0.0636,3.4745,1.5461
0.0402,0.4043,-0.1771,-0.2184,0.4630,-0.3025,0.5732,-0.4213,-0.5557,0.9374,0.1106,-0.6327,-0.3406
-0.0911,-0.9254,-0.1771,0.8729,0.4630,1.4350,-0.8763,-0.4213,-1.1367,-0.6621,0.0284,0.7364,0.7600
-0.0452,-0.5930,-0.1771,0.3636,0.4630,-0.3025,-0.5139,-0.4213,-0.0208,-1.7289,0.0519,0.2148,-0.1834
-0.6426,-1.2578,-0.1771,-0.3639,0.4630,-0.3025,-1.2387,-0.4213,-0.9857,0.9374,0.0402,-0.1763,-0.2148
0.3028,-0.9254,-0.1771,1.9641,0.4630,-0.3025,-0.8763,-0.4213,0.9604,0.9374,-0.0303,1.2579,1.5461
0.9068,0.4043,-0.1771,0.8001,-2.1600,-0.3025,0.5732,-0.4213,-0.9856,1.4701,-0.1829,0.4104,-0.0261
-0.2881,-1.2578,-0.1771,1.6004,0.4630,-0.3025,-1.2387,-0.4213,0.5682,0.9374,0.1223,2.8226,0.7600
0.0927,-0.9254,-1.8634,1.3821,0.4630,-0.7369,-0.8763,-0.4213,0.4176,0.4033,-0.0068,2.1055,-0.3406
-0.0649,-0.9254,-0.1771,0.9456,0.4630,-0.3025,-0.8763,-0.4213,1.2234,-0.1294,0.0754,0.4104,0.6027
-0.2224,-0.9254,-0.1771,0.5091,0.4630,-0.3025,-0.8763,-0.4213,-0.3861,0.4033,0.0989,1.0624,0.4455
-0.7017,-1.2578,-0.1771,-0.6913,0.4630,-0.3025,-1.2387,-0.4213,-0.8355,-1.3221,-0.1242,-0.0535,-0.0669
0.5260,2.3989,-0.1771,-0.4367,0.4630,-0.3025,2.3850,0.7644,-0.1807,0.4033,-0.1477,-0.3067,-0.6550
-0.5572,-0.5930,-0.1771,-0.5822,0.4630,-0.3025,-0.8763,0.1822,3.9750,0.9374,-0.0068,-0.7631,-0.7336
-0.0255,-0.5930,-0.1771,-0.0729,0.4630,-0.3025,-0.5139,-0.4213,1.7104,-0.6621,-0.4764,0.8668,-0.4978
-0.4719,-0.5930,-0.1771,-0.4367,-2.1600,-0.3025,-0.5139,-0.4213,-0.7410,1.4701,-0.1477,-0.5023,-0.6550
-0.2224,-1.2578,-0.1771,1.9641,0.4630,-0.3025,-1.2387,-0.4213,1.5224,-1.3221,0.0519,-0.0535,-0.0669
-0.6032,-1.2578,-0.1771,-0.1457,0.4630,-0.3025,-1.2387,-0.4213,-0.1420,-0.1294,-0.0303,-0.3719,-0.3406
-0.2749,-0.5930,-0.1771,-0.0729,0.4630,-0.3025,-0.5139,-0.4213,-0.3855,-1.1948,-0.1125,-0.2415,-0.1834
1.2481,-0.2605,-0.1771,1.8186,0.4630,-0.3025,-0.1516,-0.4213,1.4302,0.9374,-0.0420,2.6922,0.4455
0.8280,0.7367,-0.1771,0.5091,0.4630,-0.3025,0.9355,-0.4213,-0.3104,-1.1948,0.0167,-0.0459,0.4455
0.6704,0.4043,-0.1771,0.3636,0.4630,-0.3025,0.2108,1.9500,-0.2170,-1.1948,-0.0303,0.0192,0.7600
-0.3537,-0.5930,-0.1771,0.1453,0.4630,-0.3025,-0.8763,-0.4213,-0.0208,0.4033,-0.1360,1.9099,-0.0261
-0.5375,-0.2605,-0.1771,-0.6549,0.4630,-0.3025,-0.1516,-0.4213,-0.7402,0.4033,0.0402,-0.7631,-0.7336
-0.4719,-0.5930,-0.1771,-0.4367,0.4630,-0.3025,-0.5139,-0.4213,-0.6658,0.4033,0.0049,-0.6001,-0.3406
-0.3668,-0.2605,-0.1771,-0.4367,0.4630,-0.3025,-0.1516,-0.4213,-0.5901,-0.1294,-0.1007,-0.6979,-0.6550
-0.5507,-0.5930,-0.1771,-0.5822,0.4630,-0.3025,-0.5139,-0.4213,1.8797,0.9374,-0.2299,-0.6327,-0.4978
-0.1305,-0.5930,-0.1771,0.2908,0.4630,1.4350,-0.5139,-0.4213,0.8682,-0.1294,-0.0185,-0.1111,-0.2620
-0.5638,-0.9254,-0.1771,-0.4367,0.4630,-0.3025,-0.8763,-0.4213,3.5083,1.4701,0.2398,-0.7305,-0.3406
-0.5638,-0.9254,-0.1771,-0.4367,0.4630,-0.3025,-0.8763,-0.4213,0.2896,-1.7289,-0.0420,-0.5675,-0.5764
-0.2224,0.0719,-0.1771,-0.2184,0.4630,-0.3025,-0.1516,-0.4213,-0.3467,0.4033,-0.2064,0.2148,-0.6550
1.7471,1.7340,-0.1771,0.5818,0.4630,-0.3025,1.6603,1.8183,-0.3467,-0.6621,-0.1007,0.2800,-0.0261
0.2371,-0.5930,-0.1771,0.8729,-2.1600,-0.3025,-0.5139,-0.4213,-1.0575,1.4701,-0.1594,0.9972,-0.0261
-0.0386,-0.5930,-0.1771,0.3636,0.4630,-0.3025,-0.5139,-0.4213,-0.3461,-0.1294,0.0049,0.2148,0.6027
