projectId,status,updateTime,rate,guaranteeRate,prepareRate,referenceLevel
10000010000002706,10,2015-05-10 18:06:45,61.0,77.0,47.0,2
10000010000002707,9,2015-05-02 18:06:45,29.0,12.0,29.0,1
10000010000002708,9,2015-04-03 18:06:45,23.0,50.0,98.0,1
10000010000002709,10,2015-05-11 18:06:45,30.0,15.0,62.0,2
10000010000002710,9,2015-05-31 18:06:45,74.0,46.0,83.0,0
10000010000002711,9,2015-03-31 18:06:45,37.0,92.0,24.0,0
10000010000002712,10,2015-04-11 18:06:45,30.0,86.0,2.0,2
10000010000002713,9,2015-05-16 18:06:45,90.0,43.0,69.0,0
10000010000002714,9,2015-05-23 18:06:45,100.0,20.0,72.0,2
10000010000002715,9,2015-03-21 18:06:45,28.0,66.0,34.0,2
10000010000002716,9,2015-04-06 18:06:45,83.0,31.0,34.0,2
10000010000002717,10,2015-03-17 18:06:45,5.0,43.0,25.0,2
10000010000002718,9,2015-04-22 18:06:45,93.0,20.0,5.0,0
10000010000002719,9,2015-05-27 18:06:45,0.0,94.0,39.0,1
10000010000002720,9,2015-06-02 18:06:45,19.0,97.0,81.0,2
10000010000002721,9,2015-06-05 18:06:45,69.0,65.0,67.0,1
10000010000002722,9,2015-04-11 18:06:45,70.0,16.0,64.0,0
10000010000002723,9,2015-05-25 18:06:45,71.0,11.0,28.0,0
10000010000002724,10,2015-04-29 18:06:45,54.0,39.0,62.0,0
10000010000002725,9,2015-04-30 18:06:45,73.0,47.0,72.0,0
10000010000002726,10,2015-05-22 18:06:45,16.0,31.0,20.0,0
10000010000002727,9,2015-05-22 18:06:45,65.0,93.0,38.0,1
10000010000002728,9,2015-06-07 18:06:45,82.0,65.0,10.0,1
10000010000002729,10,2015-04-26 18:06:45,5.0,46.0,90.0,2
10000010000002730,10,2015-04-06 18:06:45,49.0,16.0,66.0,1
10000010000002731,10,2015-05-04 18:06:45,4.0,47.0,22.0,2
10000010000002732,9,2015-06-01 18:06:45,40.0,86.0,35.0,2
10000010000002733,9,2015-04-05 18:06:45,88.0,55.0,33.0,0
10000010000002734,10,2015-05-14 18:06:45,38.0,74.0,27.0,0
10000010000002735,10,2015-03-23 18:06:45,7.0,38.0,4.0,0
10000010000002736,9,2015-05-13 18:06:45,100.0,75.0,58.0,2
10000010000002737,9,2015-05-17 18:06:45,14.0,76.0,82.0,1
10000010000002738,9,2015-05-14 18:06:45,47.0,1.0,28.0,2
10000010000002739,10,2015-05-31 18:06:45,21.0,14.0,18.0,0
10000010000002740,9,2015-05-21 18:06:45,43.0,37.0,46.0,2
10000010000002741,9,2015-05-24 18:06:45,100.0,67.0,32.0,1
10000010000002742,10,2015-06-05 18:06:45,28.0,51.0,52.0,0
10000010000002743,9,2015-03-18 18:06:45,35.0,59.0,18.0,0
10000010000002744,10,2015-06-01 18:06:45,58.0,8.0,41.0,2
10000010000002745,10,2015-05-11 18:06:45,72.0,47.0,73.0,2
10000010000002746,10,2015-03-13 18:06:45,26.0,66.0,22.0,1
10000010000002747,9,2015-03-31 18:06:45,99.0,84.0,19.0,2
10000010000002748,10,2015-03-20 18:06:45,39.0,51.0,22.0,2
10000010000002749,9,2015-05-02 18:06:45,34.0,96.0,59.0,2
10000010000002750,9,2015-06-01 18:06:45,85.0,8.0,1.0,1
10000010000002751,10,2015-05-27 18:06:45,19.0,87.0,7.0,1
10000010000002752,10,2015-04-18 18:06:45,64.0,87.0,51.0,2
10000010000002753,9,2015-03-23 18:06:45,74.0,1.0,97.0,2
10000010000002754,10,2015-03-19 18:06:45,0.0,72.0,28.0,2
10000010000002755,9,2015-03-25 18:06:45,72.0,78.0,15.0,1
10000010000002756,10,2015-03-23 18:06:45,100.0,2.0,81.0,2
10000010000002757,9,2015-05-05 18:06:45,96.0,52.0,52.0,1
10000010000002758,10,2015-06-08 18:06:45,19.0,28.0,36.0,2
10000010000002759,10,2015-05-29 18:06:45,22.0,90.0,63.0,2
10000010000002760,9,2015-04-14 18:06:45,43.0,4.0,6.0,2
10000010000002761,9,2015-05-06 18:06:45,90.0,7.0,60.0,2
10000010000002762,9,2015-05-05 18:06:45,8.0,59.0,18.0,2
10000010000002763,9,2015-03-21 18:06:45,79.0,35.0,79.0,0
10000010000002764,10,2015-04-11 18:06:45,29.0,56.0,13.0,1
10000010000002765,10,2015-03-19 18:06:45,36.0,79.0,27.0,2
10000010000002766,10,2015-05-12 18:06:45,27.0,57.0,4.0,0
10000010000002767,9,2015-06-03 18:06:45,28.0,22.0,0.0,0
10000010000002768,10,2015-05-04 18:06:45,14.0,4.0,73.0,1
10000010000002769,9,2015-05-01 18:06:45,42.0,44.0,81.0,1
10000010000002770,9,2015-05-29 18:06:45,74.0,48.0,72.0,1
10000010000002771,10,2015-04-07 18:06:45,4.0,15.0,76.0,0
10000010000002772,9,2015-06-06 18:06:45,90.0,6.0,57.0,0
10000010000002773,10,2015-03-21 18:06:45,6.0,14.0,71.0,0
10000010000002774,10,2015-04-23 18:06:45,78.0,33.0,82.0,1
10000010000002775,9,2015-04-07 18:06:45,93.0,92.0,26.0,1
10000010000002776,10,2015-03-12 18:06:45,9.0,84.0,54.0,1
10000010000002777,10,2015-06-06 18:06:45,81.0,84.0,7.0,0
10000010000002778,10,2015-04-01 18:06:45,37.0,25.0,62.0,0
10000010000002779,10,2015-03-29 18:06:45,80.0,77.0,36.0,2
10000010000002780,9,2015-03-20 18:06:45,69.0,7.0,8.0,0
10000010000002781,10,2015-05-30 18:06:45,60.0,54.0,52.0,0
10000010000002782,9,2015-04-04 18:06:45,96.0,36.0,0.0,1
10000010000002783,10,2015-03-15 18:06:45,73.0,95.0,53.0,2
10000010000002784,9,2015-05-10 18:06:45,32.0,57.0,0.0,0
10000010000002785,9,2015-06-02 18:06:45,3.0,85.0,71.0,0
10000010000002786,10,2015-03-12 18:06:45,41.0,11.0,76.0,2
10000010000002787,9,2015-04-04 18:06:45,60.0,52.0,34.0,0
10000010000002788,10,2015-05-20 18:06:45,60.0,98.0,72.0,1
10000010000002789,9,2015-04-01 18:06:45,33.0,83.0,41.0,1
10000010000002790,10,2015-05-02 18:06:45,91.0,8.0,15.0,1
10000010000002791,10,2015-06-08 18:06:45,73.0,52.0,47.0,2
10000010000002792,9,2015-05-01 18:06:45,98.0,94.0,1.0,0
10000010000002793,9,2015-05-07 18:06:45,98.0,52.0,90.0,0
10000010000002794,10,2015-05-17 18:06:45,93.0,82.0,68.0,2
10000010000002795,10,2015-03-26 18:06:45,21.0,54.0,72.0,0
10000010000002796,10,2015-06-04 18:06:45,25.0,5.0,44.0,1
10000010000002797,9,2015-05-06 18:06:45,85.0,12.0,21.0,2
10000010000002798,10,2015-04-24 18:06:45,69.0,13.0,19.0,1
10000010000002799,10,2015-06-03 18:06:45,93.0,71.0,33.0,1
10000010000002800,10,2015-03-18 18:06:45,21.0,61.0,60.0,2
10000010000002801,10,2015-05-13 18:06:45,0.0,50.0,78.0,2
10000010000002802,9,2015-05-16 18:06:45,40.0,36.0,20.0,2
10000010000002803,9,2015-03-19 18:06:45,52.0,83.0,93.0,1
10000010000002804,9,2015-04-27 18:06:45,84.0,97.0,96.0,1
10000010000002805,9,2015-03-23 18:06:45,39.0,61.0,17.0,1
10000010000002806,9,2015-04-28 18:06:45,58.0,29.0,10.0,2
10000010000002807,10,2015-06-02 18:06:45,66.0,49.0,11.0,1
10000010000002808,9,2015-05-26 18:06:45,32.0,97.0,71.0,1
10000010000002809,10,2015-04-13 18:06:45,99.0,52.0,6.0,2
10000010000002810,10,2015-05-26 18:06:45,67.0,31.0,91.0,0
10000010000002811,10,2015-04-21 18:06:45,77.0,42.0,42.0,0
10000010000002812,9,2015-05-04 18:06:45,73.0,57.0,39.0,1
10000010000002813,9,2015-05-15 18:06:45,54.0,67.0,72.0,0
10000010000002814,10,2015-05-05 18:06:45,97.0,96.0,77.0,0
10000010000002815,9,2015-04-23 18:06:45,85.0,70.0,97.0,0
10000010000002816,10,2015-04-17 18:06:45,41.0,39.0,8.0,2
10000010000002817,10,2015-03-31 18:06:45,1.0,34.0,14.0,1
10000010000002818,10,2015-05-05 18:06:45,28.0,42.0,57.0,0
10000010000002819,10,2015-03-21 18:06:45,94.0,25.0,40.0,2
10000010000002820,10,2015-06-01 18:06:45,6.0,41.0,24.0,1
10000010000002821,9,2015-05-28 18:06:45,48.0,57.0,17.0,0
10000010000002822,10,2015-03-22 18:06:45,67.0,78.0,52.0,1
10000010000002823,10,2015-04-09 18:06:45,55.0,68.0,68.0,0
10000010000002824,9,2015-05-22 18:06:45,79.0,66.0,31.0,2
10000010000002825,10,2015-03-26 18:06:45,57.0,47.0,4.0,2
10000010000002826,9,2015-04-04 18:06:45,93.0,65.0,94.0,2
10000010000002827,10,2015-05-30 18:06:45,15.0,54.0,45.0,1
10000010000002828,10,2015-05-17 18:06:45,78.0,69.0,72.0,2
10000010000002829,10,2015-05-25 18:06:45,91.0,45.0,38.0,2
10000010000002830,9,2015-05-29 18:06:45,59.0,6.0,63.0,1
10000010000002831,10,2015-04-24 18:06:45,57.0,73.0,56.0,2
10000010000002832,9,2015-03-14 18:06:45,75.0,35.0,45.0,0
10000010000002833,9,2015-04-06 18:06:45,78.0,89.0,10.0,1
10000010000002834,9,2015-04-23 18:06:45,81.0,48.0,70.0,2
10000010000002835,10,2015-04-07 18:06:45,33.0,15.0,12.0,0
10000010000002836,9,2015-04-05 18:06:45,53.0,18.0,78.0,2
10000010000002837,10,2015-05-24 18:06:45,27.0,39.0,82.0,0
10000010000002838,9,2015-06-07 18:06:45,29.0,7.0,12.0,1
10000010000002839,10,2015-04-07 18:06:45,3.0,91.0,26.0,0
10000010000002840,10,2015-05-30 18:06:45,4.0,93.0,70.0,1
10000010000002841,9,2015-06-08 18:06:45,16.0,44.0,62.0,2
10000010000002842,9,2015-04-04 18:06:45,92.0,61.0,30.0,2
10000010000002843,9,2015-05-31 18:06:45,33.0,34.0,21.0,2
10000010000002844,9,2015-04-07 18:06:45,0.0,17.0,36.0,2
10000010000002845,9,2015-04-05 18:06:45,36.0,31.0,99.0,1
10000010000002846,9,2015-04-02 18:06:45,82.0,57.0,65.0,2
10000010000002847,9,2015-05-28 18:06:45,92.0,52.0,84.0,0
10000010000002848,9,2015-03-23 18:06:45,8.0,24.0,20.0,2
10000010000002849,9,2015-03-19 18:06:45,86.0,39.0,54.0,2
10000010000002850,9,2015-05-15 18:06:45,4.0,48.0,82.0,0
10000010000002851,9,2015-06-05 18:06:45,0.0,90.0,14.0,2
10000010000002852,10,2015-05-30 18:06:45,96.0,95.0,13.0,0
10000010000002853,10,2015-04-07 18:06:45,76.0,81.0,21.0,2
10000010000002854,9,2015-03-31 18:06:45,51.0,3.0,55.0,0
10000010000002855,9,2015-03-27 18:06:45,63.0,67.0,15.0,2
10000010000002856,9,2015-05-23 18:06:45,15.0,29.0,14.0,2
10000010000002857,9,2015-03-31 18:06:45,24.0,91.0,91.0,2
10000010000002858,10,2015-05-28 18:06:45,85.0,58.0,65.0,0
10000010000002859,9,2015-05-19 18:06:45,32.0,60.0,36.0,0
10000010000002860,9,2015-03-17 18:06:45,51.0,78.0,100.0,0
10000010000002861,9,2015-05-28 18:06:45,86.0,32.0,66.0,2
10000010000002862,9,2015-04-01 18:06:45,87.0,21.0,83.0,0
10000010000002863,9,2015-05-17 18:06:45,68.0,58.0,41.0,2
10000010000002864,9,2015-03-20 18:06:45,12.0,1.0,44.0,1
10000010000002865,9,2015-05-11 18:06:45,76.0,74.0,8.0,1
10000010000002866,10,2015-04-19 18:06:45,9.0,31.0,72.0,2
10000010000002867,9,2015-04-15 18:06:45,26.0,13.0,64.0,0
10000010000002868,10,2015-03-30 18:06:45,49.0,11.0,2.0,0
10000010000002869,9,2015-03-29 18:06:45,15.0,16.0,12.0,2
10000010000002870,10,2015-04-22 18:06:45,67.0,33.0,17.0,2
10000010000002871,9,2015-06-06 18:06:45,87.0,25.0,92.0,1
10000010000002872,9,2015-05-08 18:06:45,4.0,71.0,41.0,2
10000010000002873,10,2015-03-25 18:06:45,87.0,1.0,5.0,1
10000010000002874,9,2015-03-15 18:06:45,22.0,5.0,62.0,1
10000010000002875,10,2015-05-01 18:06:45,25.0,46.0,66.0,1
10000010000002876,10,2015-03-19 18:06:45,59.0,72.0,36.0,2
10000010000002877,9,2015-04-01 18:06:45,36.0,18.0,14.0,0
10000010000002878,9,2015-05-05 18:06:45,89.0,95.0,96.0,0
10000010000002879,9,2015-05-13 18:06:45,33.0,86.0,19.0,0
10000010000002880,9,2015-03-15 18:06:45,22.0,19.0,46.0,0
10000010000002881,10,2015-03-22 18:06:45,63.0,59.0,4.0,2
10000010000002882,10,2015-04-11 18:06:45,51.0,0.0,12.0,1
10000010000002883,9,2015-04-25 18:06:45,6.0,75.0,44.0,2
10000010000002884,10,2015-04-18 18:06:45,26.0,24.0,39.0,2
10000010000002885,9,2015-04-13 18:06:45,83.0,67.0,91.0,0
10000010000002886,10,2015-04-08 18:06:45,97.0,25.0,52.0,2
10000010000002887,9,2015-04-08 18:06:45,90.0,63.0,62.0,0
10000010000002888,10,2015-03-26 18:06:45,6.0,32.0,23.0,2
10000010000002889,10,2015-05-05 18:06:45,61.0,25.0,48.0,2
10000010000002890,10,2015-03-22 18:06:45,63.0,81.0,85.0,2
10000010000002891,10,2015-04-21 18:06:45,10.0,7.0,99.0,0
10000010000002892,9,2015-03-18 18:06:45,45.0,2.0,6.0,0
10000010000002893,9,2015-04-20 18:06:45,47.0,85.0,75.0,2
10000010000002894,10,2015-05-11 18:06:45,73.0,39.0,88.0,2
10000010000002895,10,2015-05-19 18:06:45,97.0,89.0,82.0,2
10000010000002896,10,2015-05-22 18:06:45,77.0,82.0,9.0,1
10000010000002897,10,2015-04-11 18:06:45,31.0,52.0,29.0,2
10000010000002898,9,2015-05-26 18:06:45,2.0,94.0,44.0,2
10000010000002899,9,2015-06-09 18:06:45,63.0,27.0,1.0,2
10000010000002900,10,2015-03-12 18:06:45,94.0,88.0,75.0,0
10000010000002901,9,2015-06-03 18:06:45,36.0,72.0,30.0,0
10000010000002902,9,2015-04-23 18:06:45,49.0,54.0,83.0,0
10000010000002903,9,2015-05-20 18:06:45,41.0,61.0,53.0,0
10000010000002904,10,2015-04-24 18:06:45,82.0,20.0,31.0,1
10000010000002905,9,2015-05-19 18:06:45,49.0,59.0,11.0,2
10000010000002906,10,2015-05-02 18:06:45,80.0,99.0,76.0,1
10000010000002907,10,2015-04-09 18:06:45,12.0,81.0,54.0,0
10000010000002908,9,2015-06-07 18:06:45,95.0,99.0,0.0,0
10000010000002909,9,2015-04-15 18:06:45,23.0,57.0,32.0,0
10000010000002910,9,2015-05-01 18:06:45,34.0,71.0,72.0,2
10000010000002911,9,2015-05-16 18:06:45,29.0,11.0,9.0,0
10000010000002912,10,2015-05-16 18:06:45,80.0,37.0,32.0,0
10000010000002913,9,2015-03-27 18:06:45,42.0,27.0,4.0,0
10000010000002914,10,2015-04-02 18:06:45,87.0,20.0,23.0,2
10000010000002915,10,2015-05-17 18:06:45,22.0,61.0,28.0,0
10000010000002916,9,2015-04-23 18:06:45,19.0,22.0,53.0,1
10000010000002917,9,2015-05-17 18:06:45,30.0,43.0,18.0,2
10000010000002918,9,2015-05-26 18:06:45,20.0,82.0,71.0,0
10000010000002919,9,2015-03-13 18:06:45,60.0,2.0,98.0,1
10000010000002920,9,2015-03-12 18:06:45,60.0,95.0,65.0,0
10000010000002921,10,2015-05-20 18:06:45,74.0,84.0,40.0,0
10000010000002922,9,2015-05-09 18:06:45,69.0,66.0,87.0,1
10000010000002923,9,2015-05-30 18:06:45,72.0,26.0,36.0,0
10000010000002924,10,2015-03-26 18:06:45,76.0,54.0,69.0,2
10000010000002925,9,2015-04-29 18:06:45,48.0,20.0,9.0,1
10000010000002926,9,2015-05-15 18:06:45,63.0,67.0,56.0,1
10000010000002927,10,2015-03-17 18:06:45,7.0,7.0,87.0,2
10000010000002928,9,2015-03-12 18:06:45,65.0,60.0,61.0,1
10000010000002929,9,2015-04-11 18:06:45,20.0,49.0,44.0,1
10000010000002930,10,2015-04-17 18:06:45,57.0,58.0,62.0,1
10000010000002931,10,2015-04-11 18:06:45,27.0,79.0,25.0,0
10000010000002932,10,2015-06-08 18:06:45,36.0,45.0,72.0,0
10000010000002933,9,2015-04-01 18:06:45,86.0,70.0,67.0,1
10000010000002934,10,2015-05-20 18:06:45,51.0,72.0,0.0,2
10000010000002935,9,2015-05-30 18:06:45,84.0,8.0,73.0,2
10000010000002936,10,2015-04-26 18:06:45,86.0,68.0,18.0,0
10000010000002937,9,2015-04-03 18:06:45,88.0,62.0,10.0,0
10000010000002938,9,2015-03-18 18:06:45,71.0,28.0,47.0,0
10000010000002939,9,2015-04-20 18:06:45,28.0,79.0,68.0,1
10000010000002940,9,2015-05-18 18:06:45,28.0,60.0,77.0,0
10000010000002941,9,2015-05-21 18:06:45,46.0,19.0,65.0,0
10000010000002942,10,2015-05-18 18:06:45,54.0,42.0,42.0,0
10000010000002943,10,2015-06-07 18:06:45,4.0,15.0,38.0,2
10000010000002944,10,2015-04-12 18:06:45,43.0,87.0,30.0,1
10000010000002945,9,2015-04-13 18:06:45,84.0,47.0,19.0,1
10000010000002946,9,2015-03-14 18:06:45,16.0,56.0,76.0,0
10000010000002947,10,2015-05-03 18:06:45,24.0,61.0,6.0,0
10000010000002948,10,2015-03-15 18:06:45,7.0,44.0,28.0,2
10000010000002949,9,2015-03-21 18:06:45,78.0,64.0,83.0,1
10000010000002950,9,2015-05-23 18:06:45,17.0,0.0,68.0,1
10000010000002951,10,2015-03-28 18:06:45,69.0,14.0,35.0,2
10000010000002952,9,2015-05-12 18:06:45,61.0,2.0,73.0,0
10000010000002953,10,2015-04-23 18:06:45,33.0,7.0,65.0,1
10000010000002954,10,2015-04-16 18:06:45,19.0,26.0,79.0,2
10000010000002955,10,2015-04-14 18:06:45,12.0,52.0,64.0,0
10000010000002956,10,2015-03-23 18:06:45,28.0,31.0,30.0,0
10000010000002957,10,2015-05-11 18:06:45,70.0,59.0,34.0,1
10000010000002958,10,2015-04-28 18:06:45,40.0,30.0,37.0,2
10000010000002959,9,2015-06-05 18:06:45,73.0,78.0,98.0,1
10000010000002960,9,2015-04-11 18:06:45,68.0,41.0,2.0,0
10000010000002961,10,2015-05-25 18:06:45,92.0,32.0,63.0,0
10000010000002962,9,2015-04-05 18:06:45,23.0,45.0,51.0,1
10000010000002963,9,2015-05-20 18:06:45,98.0,71.0,67.0,1
10000010000002964,10,2015-05-01 18:06:45,87.0,19.0,39.0,2
10000010000002965,9,2015-03-23 18:06:45,52.0,44.0,85.0,2
10000010000002966,9,2015-05-10 18:06:45,29.0,72.0,75.0,0
10000010000002967,9,2015-06-07 18:06:45,22.0,60.0,62.0,1
10000010000002968,9,2015-04-29 18:06:45,8.0,56.0,91.0,1
10000010000002969,9,2015-03-15 18:06:45,26.0,62.0,71.0,1
10000010000002970,9,2015-05-19 18:06:45,63.0,30.0,63.0,1
10000010000002971,9,2015-03-13 18:06:45,20.0,45.0,68.0,2
10000010000002972,10,2015-05-11 18:06:45,30.0,40.0,42.0,2
10000010000002973,10,2015-04-28 18:06:45,87.0,31.0,12.0,0
10000010000002974,9,2015-06-04 18:06:45,88.0,76.0,95.0,0
10000010000002975,9,2015-06-03 18:06:45,1.0,73.0,54.0,1
10000010000002976,10,2015-05-05 18:06:45,48.0,17.0,5.0,2
10000010000002977,10,2015-05-27 18:06:45,83.0,40.0,21.0,0
10000010000002978,9,2015-04-20 18:06:45,57.0,55.0,14.0,1
10000010000002979,10,2015-03-23 18:06:45,72.0,2.0,44.0,0
10000010000002980,10,2015-06-03 18:06:45,69.0,63.0,36.0,2
10000010000002981,10,2015-06-07 18:06:45,75.0,95.0,44.0,0
10000010000002982,10,2015-06-02 18:06:45,53.0,67.0,57.0,2
10000010000002983,10,2015-05-03 18:06:45,67.0,52.0,94.0,0
10000010000002984,9,2015-03-16 18:06:45,60.0,78.0,58.0,2
10000010000002985,9,2015-06-05 18:06:45,65.0,9.0,79.0,1
10000010000002986,10,2015-05-31 18:06:45,44.0,4.0,83.0,2
10000010000002987,9,2015-06-02 18:06:45,48.0,69.0,7.0,1
10000010000002988,10,2015-04-14 18:06:45,38.0,55.0,71.0,2
10000010000002989,10,2015-04-02 18:06:45,90.0,23.0,61.0,2
10000010000002990,9,2015-06-02 18:06:45,83.0,87.0,64.0,2
10000010000002991,10,2015-03-20 18:06:45,99.0,100.0,3.0,2
10000010000002992,10,2015-03-21 18:06:45,33.0,61.0,59.0,1
10000010000002993,9,2015-05-19 18:06:45,5.0,88.0,92.0,0
10000010000002994,10,2015-04-06 18:06:45,27.0,97.0,95.0,0
10000010000002995,9,2015-03-14 18:06:45,82.0,60.0,31.0,0
10000010000002996,10,2015-03-30 18:06:45,0.0,22.0,100.0,1
10000010000002997,10,2015-04-02 18:06:45,8.0,31.0,62.0,2
10000010000002998,9,2015-05-04 18:06:45,4.0,52.0,5.0,2
10000010000002999,9,2015-05-23 18:06:45,90.0,61.0,34.0,1
10000010000003000,9,2015-06-06 18:06:45,49.0,85.0,16.0,2
10000010000003001,10,2015-06-03 18:06:45,40.0,46.0,2.0,1
10000010000003002,9,2015-05-09 18:06:45,50.0,30.0,40.0,2
10000010000003003,10,2015-04-16 18:06:45,38.0,52.0,43.0,1
10000010000003004,10,2015-05-17 18:06:45,91.0,20.0,67.0,2
10000010000003005,10,2015-06-06 18:06:45,74.0,96.0,87.0,0
10000010000003006,9,2015-05-22 18:06:45,85.0,82.0,77.0,0
10000010000003007,9,2015-04-11 18:06:45,31.0,92.0,79.0,1
10000010000003008,10,2015-03-20 18:06:45,19.0,45.0,53.0,2
10000010000003009,10,2015-03-18 18:06:45,70.0,30.0,98.0,1
10000010000003010,9,2015-06-01 18:06:45,10.0,35.0,15.0,2
10000010000003011,10,2015-05-04 18:06:45,12.0,42.0,32.0,0
10000010000003012,10,2015-03-31 18:06:45,54.0,89.0,95.0,0
10000010000003013,10,2015-06-05 18:06:45,23.0,93.0,55.0,0
10000010000003014,10,2015-03-29 18:06:45,31.0,47.0,19.0,1
10000010000003015,10,2015-03-25 18:06:45,49.0,59.0,56.0,1
10000010000003016,9,2015-03-25 18:06:45,72.0,13.0,8.0,2
10000010000003017,10,2015-05-21 18:06:45,64.0,2.0,21.0,0
10000010000003018,9,2015-05-30 18:06:45,6.0,91.0,57.0,1
10000010000003019,10,2015-04-15 18:06:45,62.0,3.0,77.0,0
10000010000003020,10,2015-05-15 18:06:45,56.0,25.0,97.0,0
10000010000003021,10,2015-06-03 18:06:45,0.0,96.0,6.0,2
10000010000003022,10,2015-05-19 18:06:45,62.0,27.0,3.0,2
10000010000003023,9,2015-03-14 18:06:45,11.0,70.0,31.0,2
10000010000003024,9,2015-03-21 18:06:45,23.0,26.0,60.0,2
10000010000003025,10,2015-05-02 18:06:45,24.0,18.0,34.0,0
10000010000003026,10,2015-06-02 18:06:45,17.0,46.0,57.0,1
10000010000003027,10,2015-04-07 18:06:45,67.0,73.0,12.0,0
10000010000003028,10,2015-04-27 18:06:45,87.0,88.0,66.0,1
10000010000003029,10,2015-06-08 18:06:45,28.0,41.0,32.0,0
10000010000003030,10,2015-05-14 18:06:45,79.0,19.0,70.0,0
10000010000003031,10,2015-05-16 18:06:45,23.0,59.0,62.0,2
10000010000003032,9,2015-03-30 18:06:45,20.0,35.0,53.0,1
10000010000003033,9,2015-05-04 18:06:45,23.0,98.0,92.0,1
10000010000003034,10,2015-03-28 18:06:45,79.0,96.0,50.0,1
10000010000003035,9,2015-04-14 18:06:45,1.0,45.0,26.0,0
10000010000003036,10,2015-04-29 18:06:45,57.0,55.0,58.0,2
10000010000003037,10,2015-04-21 18:06:45,16.0,28.0,15.0,0
10000010000003038,9,2015-04-17 18:06:45,41.0,21.0,54.0,1
10000010000003039,10,2015-03-31 18:06:45,90.0,70.0,56.0,0
10000010000003040,9,2015-06-01 18:06:45,96.0,21.0,82.0,0
10000010000003041,10,2015-03-19 18:06:45,46.0,10.0,6.0,1
10000010000003042,10,2015-05-15 18:06:45,40.0,54.0,41.0,2
10000010000003043,10,2015-04-18 18:06:45,40.0,54.0,21.0,0
10000010000003044,9,2015-04-23 18:06:45,30.0,47.0,81.0,0
10000010000003045,10,2015-03-20 18:06:45,59.0,78.0,84.0,1
10000010000003046,10,2015-05-07 18:06:45,76.0,57.0,38.0,1
10000010000003047,9,2015-04-13 18:06:45,81.0,51.0,94.0,2
10000010000003048,10,2015-04-06 18:06:45,73.0,46.0,20.0,1
10000010000003049,10,2015-03-12 18:06:45,47.0,75.0,15.0,1
10000010000003050,10,2015-06-09 18:06:45,95.0,57.0,51.0,2
10000010000003051,9,2015-03-19 18:06:45,89.0,74.0,83.0,0
10000010000003052,9,2015-03-29 18:06:45,64.0,43.0,81.0,1
10000010000003053,9,2015-04-05 18:06:45,52.0,50.0,31.0,1
10000010000003054,10,2015-05-22 18:06:45,62.0,33.0,9.0,2
10000010000003055,9,2015-03-17 18:06:45,0.0,75.0,53.0,2
10000010000003056,10,2015-03-31 18:06:45,76.0,35.0,55.0,0
10000010000003057,10,2015-03-20 18:06:45,9.0,63.0,45.0,0
10000010000003058,9,2015-04-04 18:06:45,47.0,72.0,78.0,1
10000010000003059,9,2015-05-14 18:06:45,12.0,23.0,1.0,1
10000010000003060,9,2015-03-31 18:06:45,77.0,72.0,98.0,2
10000010000003061,10,2015-04-22 18:06:45,74.0,17.0,65.0,2
10000010000003062,9,2015-06-06 18:06:45,6.0,73.0,20.0,1
10000010000003063,10,2015-05-18 18:06:45,37.0,12.0,43.0,1
10000010000003064,10,2015-04-23 18:06:45,17.0,90.0,18.0,0
10000010000003065,10,2015-04-12 18:06:45,30.0,59.0,36.0,2
10000010000003066,9,2015-04-10 18:06:45,11.0,4.0,68.0,0
10000010000003067,10,2015-04-24 18:06:45,12.0,24.0,49.0,0
10000010000003068,9,2015-04-11 18:06:45,2.0,69.0,21.0,0
10000010000003069,10,2015-04-09 18:06:45,31.0,11.0,8.0,2
10000010000003070,9,2015-06-01 18:06:45,47.0,77.0,2.0,0
10000010000003071,10,2015-03-18 18:06:45,100.0,42.0,86.0,2
10000010000003072,9,2015-06-08 18:06:45,19.0,5.0,5.0,0
10000010000003073,9,2015-04-09 18:06:45,76.0,81.0,27.0,0
10000010000003074,10,2015-05-01 18:06:45,11.0,26.0,77.0,1
10000010000003075,9,2015-04-29 18:06:45,54.0,95.0,40.0,1
10000010000003076,9,2015-04-07 18:06:45,35.0,44.0,76.0,0
10000010000003077,10,2015-05-20 18:06:45,74.0,0.0,38.0,1
10000010000003078,10,2015-06-03 18:06:45,28.0,27.0,95.0,0
10000010000003079,9,2015-05-04 18:06:45,8.0,56.0,66.0,0
10000010000003080,10,2015-04-16 18:06:45,0.0,26.0,93.0,1
10000010000003081,10,2015-04-14 18:06:45,59.0,50.0,58.0,1
10000010000003082,10,2015-03-29 18:06:45,73.0,13.0,4.0,1
10000010000003083,10,2015-06-01 18:06:45,9.0,27.0,26.0,1
10000010000003084,10,2015-04-11 18:06:45,50.0,6.0,53.0,2
10000010000003085,9,2015-04-22 18:06:45,67.0,28.0,54.0,1
10000010000003086,10,2015-04-29 18:06:45,40.0,0.0,72.0,0
10000010000003087,9,2015-05-30 18:06:45,4.0,82.0,1.0,1
10000010000003088,9,2015-03-16 18:06:45,75.0,10.0,42.0,1
10000010000003089,9,2015-05-13 18:06:45,86.0,18.0,22.0,0
10000010000003090,9,2015-04-01 18:06:45,68.0,93.0,20.0,1
10000010000003091,9,2015-05-06 18:06:45,41.0,1.0,81.0,0
10000010000003092,9,2015-06-09 18:06:45,85.0,28.0,79.0,2
