totalLoanAmount,totalLoanNum,rate,financeAmount,due,totalReturnNum,toBeReturnAmoun,occupationYear,carBuyDate,age,carEstimatePrice,personalIncome
-0.4719,-0.5930,-0.1771,-0.4367,-0.3025,-0.5139,-0.4213,-0.7535,-1.4224,-0.1477,-0.4920,-0.6314
-0.5362,-0.2605,-0.1771,-0.6695,-0.3025,-0.1516,-0.4213,-0.3449,-0.8732,-0.0185,-0.6825,-0.6014
1.2481,-0.2605,-0.1771,1.8186,-0.3025,-0.1516,-0.4213,1.3997,-0.8732,-0.0420,2.6191,0.4189
0.4078,-0.2605,-0.1771,0.6546,-0.3025,-0.1516,-0.4213,1.4911,-0.8732,0.0519,0.7143,0.7190
-0.2749,-0.5930,-0.1771,-0.0729,-0.3025,-0.5139,-0.4213,-0.4009,1.3254,-0.1125,-0.2381,-0.1813
-0.4325,-0.2605,-0.1771,-0.5094,-0.3025,-0.1516,-0.4213,-0.9028,-0.8732,-0.1594,-0.3651,-0.4814
0.8280,0.7367,-0.1771,0.5091,-0.3025,0.9355,-0.4213,-0.3265,1.3254,0.0167,-0.0476,0.4189
-0.2224,-1.2578,3.1957,1.9641,4.0000,-1.2387,-0.4213,-0.0301,-0.3224,-0.0538,1.4763,0.7190
-0.2224,-1.2578,-0.1771,1.9641,-0.3025,-1.2387,-0.4213,1.5296,0.2269,0.0636,3.3811,1.4692
-0.5638,-0.9254,-0.1771,-0.4367,-0.3025,-0.8763,-0.4213,3.4601,-1.4224,0.2398,-0.7143,-0.3313
1.6289,1.0692,-1.8634,0.7274,-0.9686,1.2979,-0.4213,-0.6039,-0.8732,-0.0185,1.7937,0.7190
-0.0386,-0.5930,-0.1771,0.3636,-0.3025,-0.5139,-0.4213,-0.3625,0.2269,0.0049,0.2064,0.5689
0.1190,2.0664,-0.1771,-0.5094,-0.3025,2.0226,0.3691,-0.6034,1.3254,0.0049,-0.7587,-0.3313
-0.6426,-0.9254,-0.1771,-0.6549,-0.3025,-0.8763,-0.4213,-0.7522,-0.3224,0.0402,-0.7460,-0.7064
0.2371,-0.5930,-0.1771,0.8729,-0.3025,-0.5139,-0.4213,-1.0679,-1.4224,-0.1594,0.9683,-0.0312
-0.4325,-0.2605,-0.1771,-0.5094,-0.3025,-0.1516,-0.4213,-0.1205,-1.4224,0.0049,-0.3651,-0.4814
-0.5769,-0.5930,-0.1771,-0.5822,-0.3025,-0.5139,-0.4213,-0.9931,0.7761,0.0871,-0.6190,-0.6614
-0.0911,0.0719,-0.1771,-0.2184,-0.3025,0.2108,-0.4213,-0.3619,-0.3224,-0.2064,0.2064,-0.6314
-0.4981,-0.5930,-0.1771,-0.5822,-0.3025,-0.5139,-0.4213,-0.5844,0.7761,-0.1594,-0.4285,-0.4814
-0.5375,-0.2605,-0.1771,-0.6913,-0.3025,-0.1516,-0.4213,-0.4551,-0.8732,-0.1125,-0.6825,-0.6314
-0.4850,-1.2578,3.1957,0.5091,2.3038,-1.2387,-0.4213,0.0089,1.3254,-0.1007,-0.1111,0.7190
0.3028,-0.2605,-0.1771,0.5091,-0.3025,-0.1516,-0.4213,-0.7509,-1.4224,0.0519,0.4604,0.2688
-0.2552,1.0692,-0.1771,-0.5822,-0.3025,0.9355,0.1057,1.6802,1.3254,0.1458,-0.5555,-0.4814
-0.6294,-0.9254,3.1957,-0.5822,2.3038,-0.8763,-0.4213,0.8253,0.7761,-0.0185,-0.3651,-0.6614
-0.0911,-0.9254,-0.1771,0.8729,-0.3025,-0.8763,-0.4213,-0.0094,0.0000,-0.0538,0.0000,0.0000
-0.5638,-0.5930,-0.1771,-0.4367,-0.3025,-0.8763,-0.4213,-0.8625,-1.4224,-0.0185,-0.4920,-0.6314
-0.5113,-0.5930,-0.1771,-0.5822,-0.3025,-0.5139,-0.4213,0.2893,0.7761,-0.1477,-0.4285,-0.4814
-0.6189,-0.5930,-0.1771,-0.7277,-0.3025,-0.5139,-0.4213,-0.6576,-0.8732,-0.1477,-0.6825,-0.6764
-0.6294,-0.5930,-0.1771,-0.7277,-0.3025,-0.5139,-0.4213,0.4558,0.2269,-0.1477,-0.7460,-0.6764
-0.5375,-0.9254,3.1957,-0.3639,4.0000,-1.2387,0.7100,-0.9729,-0.3224,0.0284,-0.2381,-0.5564
0.1715,-0.2605,-0.1771,0.5091,-0.3025,-0.1516,-0.4213,0.9021,0.7761,-0.1360,1.9207,-0.3313
-0.5178,0.0719,-0.1771,-0.6913,-0.3025,0.2108,-0.4213,0.0674,0.7761,-0.0185,-0.8095,-0.6614
-0.6885,-0.5930,-0.1771,-0.8368,-0.3025,-0.5139,-0.4213,-0.6192,0.2269,-0.1360,-0.8095,-0.7064
0.1058,0.0719,-0.1771,-0.0002,-0.3025,0.2108,-0.4213,0.0296,-0.3224,-0.1125,-0.0476,-0.1813
0.1190,0.4043,-0.1771,-0.1457,-0.3025,0.5732,-0.4213,1.6266,2.4254,-0.0538,-0.1111,-0.4063
-0.5375,-0.9254,-0.1771,-0.3639,-0.3025,-0.8763,-0.4213,-0.2301,0.0000,-0.1242,-0.1746,-0.6314
-0.6163,-0.9254,-0.1771,-0.5822,-0.3025,-0.8763,-0.4213,1.6449,0.0000,0.0754,-0.5555,-0.6314
-0.6098,-0.5930,-0.1771,-0.6913,-0.3025,-0.5139,-0.4213,-0.5630,-0.3224,-0.1712,-0.6825,-0.6914
0.3107,1.7340,-0.1771,-0.2912,-0.3025,1.6603,-0.4213,0.6801,0.7761,0.0167,-0.4920,-0.4814
-0.2487,-0.2605,-0.1771,-0.2184,-0.3025,-0.1516,-0.4213,1.0509,0.0000,-0.1125,0.0159,-0.4814
-0.4850,1.0692,-0.1771,-0.7277,-0.3025,1.2979,-0.4213,3.0381,0.0000,-0.0185,-0.6508,-0.6539
-0.2224,-1.2578,-1.8634,1.9641,-0.8817,-1.2387,-0.4213,-0.4332,-0.8732,-0.0890,2.1112,0.7190
-0.0123,0.0719,-0.1771,-0.0729,-0.3025,0.2108,-0.4213,-1.0082,0.0000,0.1341,-0.3651,-0.0312
0.3422,2.0664,-0.1771,-0.3639,-0.3025,2.0226,0.3691,-0.5252,0.0000,-0.0420,0.0000,0.0000
0.4341,0.0719,-0.1771,0.3636,-0.3025,0.2108,-0.4213,-0.5247,0.7761,-0.0538,0.0794,-0.0312
0.3750,1.4016,-0.1771,-0.2184,-0.3025,1.6603,-0.4213,-1.1570,0.2269,-0.0890,-0.3651,-0.6314
-0.3800,-0.2605,-0.1771,-0.4367,-0.3025,-0.1516,-0.4213,-1.1570,-0.3224,-0.0303,-0.4285,-0.3313
-0.5375,-0.2605,-0.1771,-0.6549,-0.3025,-0.1516,-0.4213,-1.0448,0.7761,0.1458,-0.8095,-0.6914
-0.4325,0.7367,-0.1771,-0.6549,-0.3025,0.5732,-0.4213,-1.0637,0.7761,-0.0538,-0.8095,-0.5564
0.1715,1.0692,-0.1771,-0.0729,-0.3025,0.2108,1.0278,-0.5618,0.2269,-0.1712,-0.1746,-0.0312
-0.1436,0.0719,-0.1771,-0.1457,-0.3025,-0.1516,0.6326,0.5327,0.2269,-0.0185,-0.3016,0.4189
0.0927,0.4043,-0.1771,-0.2184,-0.3025,0.5732,-0.4213,4.0000,-0.3224,0.1106,-0.2381,-0.1813
-0.2224,0.0719,-0.1771,-0.3639,-0.3025,0.2108,-0.4213,-0.9887,-1.4224,-0.1007,-0.3016,-0.6314
-0.1174,-0.2605,-0.1771,-0.0729,-0.3025,-0.1516,-0.4213,2.2778,1.3254,0.0049,-0.3651,-0.4814
-0.3143,-0.5930,-0.1771,-0.1457,-0.3025,-0.5139,-0.4213,-0.8966,-0.8732,-0.0890,-0.0476,-0.3313
-0.4325,-0.5930,-0.1771,-0.3639,-0.3025,-0.5139,-0.4213,-0.5070,-0.8732,-0.0185,-0.4285,-0.4814
-0.4850,-0.2605,-0.1771,-0.5822,-0.3025,-0.1516,-0.4213,-0.9698,2.4254,-0.1829,-0.8095,-0.6314
-0.3078,1.7340,-0.1771,-0.6913,-0.3025,1.6603,-0.0261,-1.0631,0.2269,-0.1360,-0.5555,-0.4814
4.0000,1.7340,-0.1771,3.0554,-0.3025,1.6603,4.0000,1.0161,-0.3224,0.0636,2.7461,1.4692
-0.6032,-0.5930,-0.1771,-0.6913,-0.3025,-0.5139,-0.4213,0.0698,-0.3224,-0.1477,-0.7460,-0.6614
0.5654,1.7340,-0.1771,-0.2184,-0.3025,2.0226,-0.4213,-0.0423,0.2269,-0.0303,-0.5555,-0.4814
0.0467,2.0664,-0.1771,-0.5458,-0.3025,2.0226,0.3033,1.0717,0.7761,-0.1007,-0.6825,-0.6314
3.7691,0.7367,-0.1771,2.8372,-0.3025,0.5732,4.0000,1.5174,1.3254,0.0284,1.8572,-0.0312
0.1715,0.7367,-0.1771,-0.2184,-0.3025,0.9355,-0.4213,0.1448,0.7761,0.0871,-0.4285,-0.4814
-0.4719,-0.5930,1.5093,-0.4367,1.4350,-0.5139,-0.4213,-0.6350,-0.3224,-0.0890,-0.2698,-0.0312
1.0249,-0.5930,-0.1771,2.6917,-0.3025,-0.5139,-0.4213,-1.1351,0.2269,0.2045,1.6667,0.7190
-0.5901,-0.9254,-0.1771,-0.5094,-0.3025,-0.8763,-0.4213,-0.8942,0.0000,-0.1125,0.0000,0.0000
-0.6557,-0.9254,-0.1771,-0.6549,-0.3025,-0.8763,-0.4213,0.2198,0.0000,0.0284,0.0000,0.0000
0.6967,-0.2605,-0.1771,1.1639,-0.3025,-0.1516,-0.4213,-0.1698,-1.4224,0.0167,1.4763,-0.0312
0.6310,0.7367,-0.1771,0.1453,-0.3025,0.9355,-0.4213,0.0344,-0.3224,-0.1007,1.2223,1.4692
-0.5113,-0.2605,-0.1771,-0.6186,-0.3025,-0.1516,-0.4213,0.2954,0.2269,-0.0303,-0.7460,-0.3313
-0.5441,-0.2605,-0.1771,-0.6549,-0.3025,-0.1516,-0.4213,-0.7442,-0.8732,-0.0538,-0.7460,-0.6914
-0.0255,-1.2578,-0.1771,3.0554,-0.7369,-1.2387,-0.4213,-0.8186,-0.8732,-0.1360,2.1112,0.7190
-0.6688,-1.2578,-0.1771,-0.5094,-0.3025,-1.2387,-0.4213,1.3711,-0.3224,-0.1125,-0.7460,-0.6314
-0.6294,-1.2578,3.1957,-0.2912,4.0000,-1.2387,-0.4213,1.7059,0.2269,0.0519,-0.3651,0.1188
0.0402,-0.2605,-0.1771,0.1453,-0.3025,-0.1516,-0.4213,-0.5393,0.2269,-0.1007,0.7778,0.0000
0.5391,0.7367,-0.1771,0.0726,-0.3025,0.9355,-0.4213,0.2960,0.2269,0.0284,-0.1111,-0.0312
0.1715,-0.9254,1.5093,1.6004,1.4350,-0.8763,-0.4213,-1.0034,0.0000,-0.0772,0.0000,0.0000
-0.0386,-0.5930,-0.1771,0.3636,-0.3025,-0.5139,-0.4213,-0.8929,0.0000,-0.0185,0.0000,0.0000
-0.6951,-1.2578,3.1957,-0.6549,4.0000,-1.2387,-0.4213,0.3143,0.0000,-0.2299,0.0000,0.0000
1.0249,1.4016,-0.1771,0.1453,-0.3025,1.2979,1.5548,-0.3350,-1.4224,-0.2299,0.0794,-0.7064
-0.1896,0.0719,-0.1771,-0.3276,-0.3025,0.2108,-0.4213,1.2784,0.2269,0.0284,-0.4920,-0.6314
0.2371,0.0719,-0.1771,0.1453,-0.3025,0.2108,-0.4213,1.0015,-0.3224,-0.0068,-0.1111,-0.0312
3.0601,1.0692,-0.1771,1.9641,-0.3025,0.9355,3.2015,-0.0387,0.0000,0.0167,0.0000,2.2193
-0.1699,0.7367,-0.1771,-0.4367,-0.3025,0.9355,-0.4213,0.2406,0.2269,-0.0538,-0.6190,-0.6314
-0.3275,0.7367,-0.1771,-0.5822,-0.3025,0.9355,-0.4213,2.5235,0.7761,-0.0185,-0.7460,-0.5714
0.3028,1.0692,1.5093,-0.1457,1.4350,0.9355,0.7644,-0.6502,-1.4224,-0.1712,-0.2381,-0.5114
-0.6688,-1.2578,-0.1771,-0.5094,-0.7369,-1.2387,-0.4213,3.2662,0.2269,0.0754,-0.4920,-0.4814
1.1956,2.3989,-0.1771,-0.0002,-0.3025,2.3850,1.0278,-0.2046,1.3254,0.0167,-0.3651,1.1691
-0.4325,-0.9254,-0.1771,-0.0729,-0.3025,-0.8763,-0.4213,-0.1302,-1.4224,-0.1360,-0.0476,-0.1813
0.5129,1.0692,1.5093,-0.0729,1.4350,0.9355,1.1596,-0.3711,-0.3224,-0.1007,0.2064,-0.3313
0.4341,0.4043,-0.1771,0.2181,-0.3025,0.2108,1.4231,-0.3338,0.2269,-0.1829,1.2223,0.7190
-0.2539,1.0692,1.5093,-0.4367,1.4350,0.9355,0.0793,-0.9289,-0.8732,-0.2064,-0.4285,-0.4063
-0.1174,1.0692,1.5093,-0.5094,1.4350,0.9355,0.3691,0.4821,0.0000,0.0754,0.0000,-0.3313
0.3028,-0.2605,-0.1771,0.5091,-0.3025,-0.5139,2.1897,-0.6491,-0.3224,-0.0185,2.2382,0.4189
-0.6163,-0.9254,1.5093,-0.5822,1.4350,-0.8763,-0.4213,-0.2601,-0.8732,-0.1477,-0.6508,-0.6614
0.3159,0.0719,-0.1771,0.2908,-0.3025,0.2108,-0.4213,1.1888,0.2269,-0.0655,0.0159,-0.6914
-0.6426,-0.9254,1.5093,-0.6549,2.3038,-1.2387,-0.3288,0.3162,0.7761,-0.0068,-0.8095,-0.6314
-0.6491,-1.2578,3.1957,-0.4003,4.0000,-1.2387,-0.4213,-0.2039,0.2269,0.0284,-0.4920,-0.3313
2.4036,0.4043,-0.1771,1.9641,-0.3025,0.5732,-0.4213,-0.7406,0.2269,0.0754,0.8413,0.4189
0.1058,-0.9254,-0.1771,0.8729,-0.3025,-0.8763,-0.4213,1.1710,0.7761,0.1341,1.6667,2.6695
-0.7017,-1.2578,-0.1771,-0.6913,-0.3025,-1.2387,-0.4213,0.8735,0.0000,-0.1125,0.0000,0.0000
-0.6557,-1.2578,3.1957,-0.4367,4.0000,-1.2387,-0.4213,-1.0192,-1.4224,-0.1477,-0.4285,-0.5864
-0.1962,-0.9254,-0.1771,0.5818,-0.3025,-0.8763,-0.4213,-0.8338,-0.3224,-0.0890,0.5239,0.7190
0.1715,0.7367,-0.1771,-0.2184,-0.3025,0.9355,-0.4213,-0.3509,-1.4224,-0.2064,0.0794,-0.6839
-0.1962,0.4043,-0.1771,-0.4367,-0.3025,0.5732,-0.4213,-0.4997,0.7761,0.1106,-0.4920,-0.1813
-0.5901,-0.9254,-0.1771,-0.5094,-0.3025,-0.8763,-0.4213,-0.0906,-0.3224,-0.1125,-0.6190,-0.7064
0.1387,0.7367,1.5093,0.0726,1.4350,0.5732,0.6985,-1.0930,0.0000,-0.1947,0.0000,0.0000
0.1058,0.0719,-0.1771,-0.0002,-0.3025,0.2108,-0.4213,-0.3313,0.7761,-0.1125,-0.1111,0.0000
-0.2881,0.7367,-0.1771,-0.5822,-0.3025,0.5732,0.2374,-0.5163,0.0000,-0.1477,0.0000,0.0000
-0.4325,0.0719,-0.1771,-0.5822,-0.3025,0.2108,-0.4213,-0.4242,0.0000,-0.1007,0.0000,0.0000
3.1914,0.0719,-0.1771,3.4192,-0.3025,0.2108,-0.4213,-0.9619,-0.8732,-0.0772,4.0000,1.0190
0.7098,2.0664,-0.1771,-0.1457,-0.3025,2.0226,0.7644,-0.3864,-0.3224,0.0167,-0.3651,-0.6314
-0.5507,-0.5930,-0.1771,-0.5822,-0.3025,-0.5139,-0.4213,1.2660,-0.3224,0.0519,0.0159,-0.5114
2.2066,1.4016,-0.1771,0.8729,-0.3025,1.6603,-0.4213,-0.0345,0.2269,0.0049,0.5239,0.7190
-0.1568,1.0692,-0.1771,-0.4367,1.4350,0.9355,0.2374,-1.2028,0.0000,-0.1007,0.0000,0.0000
-0.3537,-0.9254,-0.1771,0.5091,-0.3025,-0.8763,-0.4213,-0.3301,1.3254,-0.0772,-0.0476,0.4189
-0.6557,-1.2578,-0.1771,-0.4367,-0.3025,-1.2387,-0.4213,-0.9252,-1.4224,-0.0538,-0.1746,-0.5564
-0.6163,-0.9254,-0.1771,-0.5822,-0.3025,-0.8763,-0.4213,-0.5716,1.8762,-0.0185,-0.5238,-0.5864
-0.5244,-0.2605,-0.1771,-0.5822,1.4350,-0.1516,-0.4213,1.4888,-0.3224,0.0754,-0.6825,-0.6614
2.3379,-0.2605,-0.1771,3.4192,-0.3025,-0.1516,-0.4213,0.0966,-0.3224,-0.4764,2.7461,0.7190
0.3028,-0.9254,-1.8634,1.9641,-0.7369,-0.8763,-0.4213,0.7277,0.0000,0.2045,0.0000,0.0000
1.1431,0.4043,-0.1771,0.8001,-0.3025,0.5732,-0.4213,-0.3856,-0.8732,-0.0538,1.4763,-0.4063
-0.4325,1.7340,-0.1771,-0.7277,-0.3025,1.6603,-0.2105,-0.5149,-0.3224,-0.1947,-0.7460,-0.6614
0.1715,-1.2578,-0.1771,4.0000,-0.3025,-1.2387,-0.4213,1.5448,0.2269,0.0636,3.3811,1.4692
0.0402,0.4043,-0.1771,-0.2184,-0.3025,0.5732,-0.4213,-0.5515,-0.8732,0.1106,-0.6190,-0.3313
-0.0911,-0.9254,-0.1771,0.8729,1.4350,-0.8763,-0.4213,-1.1277,0.7761,0.0284,0.7143,0.7190
-0.0452,-0.5930,-0.1771,0.3636,-0.3025,-0.5139,-0.4213,0.0000,1.8762,0.0519,0.2064,-0.1813
-0.6426,-1.2578,-0.1771,-0.3639,-0.3025,-1.2387,-0.4213,-0.9779,-0.8732,0.0402,-0.1746,-0.2113
0.3028,-0.9254,-0.1771,1.9641,-0.3025,-0.8763,-0.4213,0.9521,-0.8732,-0.0303,1.2223,1.4692
0.9068,0.4043,-0.1771,0.8001,-0.3025,0.5732,-0.4213,-0.9778,-1.4224,-0.1829,0.3969,-0.0312
-0.2881,-1.2578,-0.1771,1.6004,-0.3025,-1.2387,-0.4213,0.5632,-0.8732,0.1223,2.7461,0.7190
0.0927,-0.9254,-1.8634,1.3821,-0.7369,-0.8763,-0.4213,0.4138,-0.3224,-0.0068,2.0477,-0.3313
-0.0649,-0.9254,-0.1771,0.9456,-0.3025,-0.8763,-0.4213,1.2130,0.2269,0.0754,0.3969,0.5689
-0.2224,-0.9254,-0.1771,0.5091,-0.3025,-0.8763,-0.4213,-0.3832,-0.3224,0.0989,1.0318,0.4189
-0.7017,-1.2578,-0.1771,-0.6913,-0.3025,-1.2387,-0.4213,-0.8290,0.0000,-0.1242,0.0000,0.0000
0.5260,2.3989,-0.1771,-0.4367,-0.3025,2.3850,0.7644,-0.1795,-0.3224,-0.1477,-0.3016,-0.6314
-0.5572,-0.5930,-0.1771,-0.5822,-0.3025,-0.8763,0.1822,3.9418,-0.8732,-0.0068,-0.7460,-0.7064
-0.0255,-0.5930,-0.1771,-0.0729,-0.3025,-0.5139,-0.4213,1.6959,0.7761,-0.4764,0.8413,-0.4814
-0.4719,-0.5930,-0.1771,-0.4367,-0.3025,-0.5139,-0.4213,-0.7352,-1.4224,-0.1477,-0.4920,-0.6314
-0.2224,-1.2578,-0.1771,1.9641,-0.3025,-1.2387,-0.4213,1.5094,0.0000,0.0519,0.0000,0.0000
-0.6032,-1.2578,-0.1771,-0.1457,-0.3025,-1.2387,-0.4213,-0.1412,0.2269,-0.0303,-0.3651,-0.3313
-0.2749,-0.5930,-0.1771,-0.0729,-0.3025,-0.5139,-0.4213,-0.3826,1.3254,-0.1125,-0.2381,-0.1813
1.2481,-0.2605,-0.1771,1.8186,-0.3025,-0.1516,-0.4213,1.4180,-0.8732,-0.0420,2.6191,0.4189
0.8280,0.7367,-0.1771,0.5091,-0.3025,0.9355,-0.4213,-0.3082,1.3254,0.0167,-0.0476,0.4189
0.6704,0.4043,-0.1771,0.3636,-0.3025,0.2108,1.9500,-0.2156,1.3254,-0.0303,0.0159,0.7190
-0.3537,-0.5930,-0.1771,0.1453,-0.3025,-0.8763,-0.4213,0.0000,-0.3224,-0.1360,1.8572,-0.0312
-0.5375,-0.2605,-0.1771,-0.6549,-0.3025,-0.1516,-0.4213,-0.7345,-0.3224,0.0402,-0.7460,-0.7064
-0.4719,-0.5930,-0.1771,-0.4367,-0.3025,-0.5139,-0.4213,-0.6606,-0.3224,0.0049,-0.5873,-0.3313
-0.3668,-0.2605,-0.1771,-0.4367,-0.3025,-0.1516,-0.4213,-0.5856,0.2269,-0.1007,-0.6825,-0.6314
-0.5507,-0.5930,-0.1771,-0.5822,-0.3025,-0.5139,-0.4213,1.8638,-0.8732,-0.2299,-0.6190,-0.4814
-0.1305,-0.5930,-0.1771,0.2908,1.4350,-0.5139,-0.4213,0.8607,0.2269,-0.0185,-0.1111,-0.2563
-0.5638,-0.9254,-0.1771,-0.4367,-0.3025,-0.8763,-0.4213,3.4790,-1.4224,0.2398,-0.7143,-0.3313
-0.5638,-0.9254,-0.1771,-0.4367,-0.3025,-0.8763,-0.4213,0.2869,1.8762,-0.0420,-0.5555,-0.5564
-0.2224,0.0719,-0.1771,-0.2184,-0.3025,-0.1516,-0.4213,-0.3442,-0.3224,-0.2064,0.2064,-0.6314
1.7471,1.7340,-0.1771,0.5818,-0.3025,1.6603,1.8183,-0.3441,0.7761,-0.1007,0.2699,-0.0312
0.2371,-0.5930,-0.1771,0.8729,-0.3025,-0.5139,-0.4213,-1.0491,-1.4224,-0.1594,0.9683,-0.0312
-0.0386,-0.5930,-0.1771,0.3636,-0.3025,-0.5139,-0.4213,-0.3436,0.2269,0.0049,0.2064,0.5689
-0.0911,-0.9254,-0.1771,0.8729,-0.3025,-0.8763,-0.4213,0.0093,-0.3224,-0.0538,1.6032,0.2688
-0.2552,1.0692,-0.1771,-0.5822,-0.3025,0.9355,0.1057,1.6991,1.3254,0.1458,-0.5555,-0.4814
-0.5113,-0.5930,-0.1771,-0.5822,-0.3025,-0.5139,-0.4213,0.3076,0.7761,-0.1477,-0.4285,-0.4814
-0.4981,-0.5930,-0.1771,-0.6549,-0.3025,-0.5139,-0.4213,-0.5650,0.7761,-0.1594,-0.4285,-0.4814
0.3028,-0.2605,-0.1771,0.5091,-0.3025,-0.1516,-0.4213,-0.7320,-1.4224,0.0519,0.4604,0.2688
-0.4719,-0.5930,-0.1771,-0.4367,-0.3025,-0.5139,-0.4213,0.6217,0.0000,-0.0185,0.0000,0.0000
-0.4325,-0.2605,-0.1771,-0.5094,-0.3025,-0.1516,-0.4213,-0.1009,-1.4224,0.0049,-0.3651,-0.4814
-0.5375,-0.2605,-0.1771,-0.6913,-0.3025,-0.1516,-0.4213,-0.4356,-0.8732,-0.1125,-0.6825,-0.6314
-0.6688,-1.2578,-0.1771,-0.5094,-0.3025,-1.2387,-0.4213,0.3454,0.0000,-0.1007,0.0000,0.0000
-0.7082,-1.2578,-0.1771,-0.7277,-0.3025,-1.2387,-0.4213,0.0100,-0.3224,-0.1125,-0.6825,-0.3313
-0.6294,-0.5930,-0.1771,-0.7277,-0.3025,-0.5139,-0.4213,0.4747,0.2269,-0.1477,-0.7460,-0.6764
-0.6189,-0.5930,-0.1771,-0.7422,-0.3025,-0.5139,-0.4213,-0.6387,-0.8732,-0.1477,-0.6825,-0.6764
-0.6557,-1.2578,-0.1771,-0.4367,-0.3025,-1.2387,-0.4213,-0.5082,-0.8732,-0.1360,-0.2381,-0.3313
-0.5362,-0.2605,-0.1771,-0.7059,-0.3025,-0.1516,-0.4213,-0.3228,-0.8732,-0.0185,-0.6825,-0.6014
1.6289,1.0692,-1.8634,0.5091,-0.8817,1.2979,-0.4213,-0.5826,-0.8732,-0.0185,1.7937,0.7190
0.1977,0.7367,-0.1771,-0.0729,-0.3025,0.5732,0.6326,0.0857,0.7761,-0.0185,-0.4285,-0.3763
-0.6426,-1.2578,1.5093,-0.3639,1.4350,-1.2387,-0.4213,-0.0454,0.0000,-0.0303,0.0000,0.0000
-0.6426,-0.9254,1.5093,-0.6549,1.4350,-0.8763,-0.4213,-0.6381,-1.4224,-0.1477,-0.7778,-0.2713
-0.2224,-1.2578,3.1957,1.9641,4.0000,-1.2387,-0.4213,-0.4716,-1.4224,0.0636,1.4763,0.5689
0.1715,-0.2605,-0.1771,0.5091,-0.3025,-0.1516,-0.4213,0.9209,0.7761,-0.1360,1.9207,-0.3313
0.1058,0.0719,-0.1771,-0.0002,-0.3025,0.2108,-0.4213,0.0484,-0.3224,-0.1125,-0.0476,-0.1813
0.2503,1.7340,-0.1771,-0.2184,-0.3025,1.6603,0.3691,0.0673,0.2269,0.0754,-0.3651,-0.1813
-0.6163,-0.9254,-0.1771,-0.5822,-0.3025,-0.8763,-0.4213,1.6637,0.0000,0.0754,-0.5555,-0.6314
-0.6098,-0.5930,-0.1771,-0.6913,-0.3025,-0.5139,-0.4213,-0.5442,-0.3224,-0.1712,-0.6825,-0.6914
-0.2881,0.7367,-0.1771,-0.5822,-0.3025,0.5732,0.2374,0.5503,-0.3224,0.0402,-0.3016,1.4692
0.1190,0.4043,-0.1771,-0.1457,-0.3025,0.5732,-0.4213,1.6455,2.4254,-0.0538,-0.1111,-0.4063
-0.3800,0.7367,-0.1771,-0.6549,-0.3025,0.9355,-0.4213,-1.0460,-0.3224,-0.1242,-0.7460,-0.3313
-0.5178,0.0719,-0.1771,-0.6913,-0.3025,0.2108,-0.4213,0.0863,0.7761,-0.0185,-0.8095,-0.6614
-0.5704,-0.2605,-0.1771,-0.6913,-0.3025,-0.1516,-0.4213,-0.4149,-0.8732,-0.0772,-0.8349,-0.6614
-0.5375,-0.9254,3.1957,-0.3639,4.0000,-0.8763,-0.4213,0.2534,0.2269,-0.0185,-0.3651,3.7197
-0.2487,-0.2605,-0.1771,-0.2184,-0.3025,-0.1516,-0.4213,1.0697,0.0000,-0.1125,0.0159,-0.4814
0.3107,1.7340,-0.1771,-0.2912,-0.3025,1.6603,-0.4213,0.6990,0.7761,0.0167,-0.4920,-0.4814
0.3422,2.0664,-0.1771,-0.3639,-0.3025,2.0226,0.3691,-0.5064,-0.3224,-0.0420,-0.2381,-0.4814
-0.4850,1.0692,-0.1771,-0.7277,-0.3025,1.2979,-0.4213,3.0570,0.0000,-0.0185,-0.6508,-0.6539
-0.6294,-0.9254,1.5093,-0.5822,1.4350,-0.8763,-0.4213,0.7174,0.0000,0.1458,0.0000,0.0000
-0.0123,0.0719,-0.1771,-0.0729,-0.3025,0.2108,-0.4213,-0.9893,0.0000,0.1341,0.0000,0.0000
-0.2224,-0.2605,-0.1771,-0.2184,-0.3025,-0.1516,-0.4213,0.1613,0.7761,0.0871,-0.4285,-0.4814
-0.3049,0.7367,-0.1771,-0.5822,-0.3025,0.9355,-0.4213,-0.2667,0.0000,-0.0420,0.0000,0.0000
-0.3537,0.4043,-0.1771,-0.5822,-0.3025,0.5732,-0.4213,-0.8600,0.0000,-0.1594,0.0000,0.0000
0.4341,0.0719,-0.1771,0.3636,-0.3025,0.2108,-0.4213,-0.5058,0.7761,-0.0538,0.0794,-0.0312
0.3750,1.4016,-0.1771,-0.2184,-0.3025,1.6603,-0.4213,-1.1381,0.2269,-0.0890,-0.3651,-0.6314
-0.4325,0.7367,-0.1771,-0.6549,-0.3025,0.5732,-0.4213,-1.0448,0.7761,-0.0538,-0.8095,-0.5564
1.8521,-0.2605,1.5093,2.6917,1.4350,-0.1516,-0.4213,-0.3765,-0.3224,-0.1829,1.9842,1.4692
-0.2224,0.0719,-0.1771,-0.3639,-0.3025,0.2108,-0.4213,-0.9693,-1.4224,-0.1007,-0.3016,-0.6314
-0.3800,-0.2605,-0.1771,-0.4367,-0.3025,-0.1516,-0.4213,-1.1370,-0.3224,-0.0303,-0.4285,-0.3313
-0.4850,-0.2605,-0.1771,-0.5822,-0.3025,-0.1516,-0.4213,-0.9504,2.4254,-0.1829,-0.8095,-0.6314
