livePlace,totalLoanAmount,creditScore,carRegisterCertHosting,totalLoanNum,rate,financeAmount,houseNum,carTicketHosting,occupation,isDriversLicense,brandModel,due,isGps,totalReturnNum,loanPurpose,toBeReturnAmoun,marryCodition,carSpareKeyHosting,carNum,returnWay,occupationYear,overdueReturnNum,carBuyDate,overdueReturnAmount,gender,age,carEstimatePrice,personalIncome
广东省 广州,60000.00,162,0,1,22.00,60000.00,-9,1,广州市**鞋材厂,1,起亚,90,1,1,0,0.00,1,1,1,2,193069979000,0,1354291200000,0,0,35,80000.0,20000.0
广东省 广州,160000.00,157,0,4,22.00,40000.00,1,1,广州市海珠区***日用百货,1,荣威,90,1,4,0,0.00,1,1,1,2,37982019000,0,1259596800000,0,0,54,38000.0,18000.0
广东省 佛山,1100000.00,167,1,4,20.00,270000.00,1,1,佛山**食品公司,1,宝马,30,1,4,0,0.00,1,1,1,0,161692285000,0,1385827200000,0,0,42,400000.0,50000.0
广东省 深圳,1900000.00,155,1,10,20.00,210000.00,1,1,深圳**配件公司,1,大众,30,1,9,0,172833.33,1,1,1,0,135441112000,0,1259596800000,0,1,33,210000.0,50000.0
广东省 广州,420000.00,160,1,7,20.00,60000.00,1,1,广州**家用电器商行,1,一佳星,30,1,7,0,0.00,1,1,1,0,130170775000,0,1354291200000,0,0,42,40000.0,30000.0
广东省 广州,1080000.00,160,1,9,20.00,120000.00,1,1,广州**材料公司,1,北京现代,30,1,8,0,122000.00,1,1,1,0,127503122000,0,1322668800000,0,1,39,120000.0,10000.0
广东省 广州,1810000.00,167,0,8,18.00,250000.00,1,1,广州**贸易有限公司,1,奥迪,10,0,8,-9,0.00,0,1,1,3,101323988000,0,1354291200000,0,1,39,440000.0,300000.0
广东省 佛山,800000.00,155,1,7,20.00,110000.00,-9,1,佛山市**酒楼,1,本田,30,1,7,0,0.00,1,1,1,0,64405925000,0,1354291200000,0,0,33,180000.0,60000.0
广东省 佛山,140000.00,152,0,2,20.00,70000.00,-9,1,广东**电子商务有限公司,1,别克,30,1,2,0,0.00,1,1,1,0,17231556000,0,1259596800000,0,0,29,80000.0,15000.0
广东省 广州,1000000.00,182,1,2,20.00,500000.00,1,1,广州**服饰有限公司,1,雷克萨斯,30,0,2,0,0.00,1,1,1,0,151252300000,0,1291132800000,0,1,37,650000.0,200000.0
广东省 佛山,335000.00,157,1,3,20.00,115000.00,1,1,佛山**磨具厂,1,日产风雅,30,1,3,0,0.00,1,1,1,0,77639565000,0,1196438400000,0,0,40,130000.0,80000.0
广东省 广州,70000.00,157,1,1,20.00,70000.00,1,1,广州市**科技有限公司,1,大众朗逸,30,1,1,0,0.00,1,1,1,0,219681210000,0,1291132800000,0,0,36,70000.0,10000.0
广东省 佛山,386000.00,170,1,7,20.00,54000.00,1,1,佛山**国有股份公司,1,奔驰精灵,30,1,7,0,0.00,1,1,1,0,219681244000,0,1322668800000,0,1,31,70000.0,-9
广东省 佛山,295000.00,162,1,9,20.00,35000.00,1,1,佛山**纺织品有限公司,1,本田,30,1,8,0,30500.00,1,1,1,0,140798081000,0,1228060800000,0,0,35,45000.0,20000.0
广东省 广州,500000.00,160,1,2,22.00,250000.00,1,1,广州**局,1,奥迪,90,1,2,0,0.00,1,1,1,0,188058927000,0,1354291200000,0,0,44,270000.0,50000.0
广东省 佛山,1545000.00,160,1,11,20.00,160000.00,1,1,佛山**房产投资公司,1,奥迪,30,1,10,0,96583.33,1,1,1,0,40843932000,0,1259596800000,0,1,51,240000.0,12000.0
广东省 佛山,400000.00,157,1,4,20.00,100000.00,1,1,佛山**咖啡店,1,丰田,30,1,4,0,0.00,0,1,1,0,135538378000,0,1385827200000,0,1,23,180000.0,6500.0
广东省 广州,400000.00,167,0,1,22.00,400000.00,1,1,广州市**贸易公司,1,宝马X5,90,0,1,0,0.00,1,1,1,2,64492287000,0,1354291200000,0,0,45,550000.0,100000.0
广东省 佛山,1350000.00,182,0,3,20.00,400000.00,1,1,**机械公司,1,宝马,30,1,3,0,0.00,1,1,1,0,25108288000,0,1291132800000,0,0,59,430000.0,100000.0
广东省 广州,85000.00,157,1,1,20.00,85000.00,1,1,广州市**玻纤有限公司,1,奥德赛,30,1,1,1,0.00,0,1,1,0,366906753000,0,1291132800000,0,0,43,90000.0,10000.0
广东省 广州,1050000.00,162,1,7,20.00,150000.00,1,1,广州**电子有限公司,1,本田,30,1,6,0,152500.00,0,1,1,0,327605494000,0,1322668800000,0,0,41,150000.0,50000.0
广东省 佛山,130000.00,155,1,2,20.00,50000.00,1,1,佛山三水***卷闸厂,1,丰田皇冠,30,1,2,0,0.00,3,1,1,0,-9,0,1228060800000,0,0,50,170000.0,50000.0
广东省 汕头,210000.00,157,0,3,22.00,70000.00,1,1,佛山市**印刷厂,1,朗逸,90,1,2,0,71166.67,1,1,1,2,188217087000,0,1259596800000,0,0,30,60000.0,40000.0
广东省 佛山,440000.00,155,1,8,20.00,50000.00,1,1,佛山**家具公司,1,丰田,30,1,8,0,0.00,1,1,1,0,361881133000,0,1196438400000,0,1,46,100000.0,150000.0
广东省 广州,1200000.00,172,1,6,20.00,200000.00,1,1,广州**国际物流公司,1,宝马,30,0,6,0,0.00,1,1,1,0,464452287000,0,1322668800000,0,1,42,280000.0,100000.0
广东省 佛山,810000.00,164,0,5,20.00,170000.00,1,1,佛山**幼儿园,1,英菲尼迪G25牌,30,1,5,0,0.00,0,1,1,0,354119539000,0,1291132800000,0,1,35,170000.0,6000.0
广东省 广州,660000.00,160,1,11,20.00,60000.00,-9,1, 广州**汽车用品有限公司,1,一大众-宝来,30,1,10,0,61000.00,1,1,1,0,101658788000,0,1228060800000,0,1,41,48000.0,30000.0
广东省 佛山,1350000.00,160,1,9,20.00,150000.00,1,1,佛山市**服装店,1,丰田,30,1,8,0,152500.00,0,1,1,0,138475793000,0,1385827200000,0,1,21,180000.0,5000.0
广东省 广州,450000.00,157,1,6,22.00,100000.00,-9,1,广州**服装厂,1,本田奥德赛,90,1,5,0,71166.67,1,1,1,2,288293403000,0,1291132800000,0,1,42,100000.0,60000.0
广东省 广州,980000.00,155,1,7,20.00,140000.00,1,1,广州**汽车用品公司,1,奔驰,30,1,7,0,0.00,0,1,1,0,227975457000,0,1291132800000,0,0,43,150000.0,50000.0
湖南省 怀化,240000.00,160,1,4,20.00,60000.00,-9,1,上海**纺织有限公司,1,别克,30,0,4,0,0.00,1,1,1,0,59495487000,0,1354291200000,0,0,28,110000.0,20000.0
广东省 佛山,343000.00,160,1,6,20.00,55000.00,1,1,广州**汽车配件有限公司,1,东风日产,30,1,6,0,0.00,0,1,1,0,127924321000,0,1354291200000,0,1,23,90000.0,15000.0
广东省 佛山,630000.00,152,0,7,20.00,90000.00,1,1,佛山***加工厂,1,丰田,30,0,7,0,0.00,1,1,1,0,57061862000,0,1385827200000,0,1,28,180000.0,100000.0
广东省 佛山,280000.00,160,1,5,20.00,55000.00,1,1,佛山**医院,1,马自达,30,1,5,0,0.00,1,1,1,0,228133898000,0,1354291200000,0,0,29,65000.0,20000.0
广东省 佛山,2400000.00,180,1,6,20.00,400000.00,1,1,佛山市*茶行,1,丰田,30,1,6,0,0.00,1,1,1,0,80836314000,0,1291132800000,0,1,47,300000.0,80000.0
广东省 广州,130000.00,152,1,3,20.00,30000.00,-9,1,广州***酒业公司,1,大众高尔夫,30,1,3,0,0.00,3,1,1,0,46621971000,0,1259596800000,0,1,49,70000.0,8000.0
广东省 广州,750000.00,187,0,3,20.00,250000.00,1,0,广州**物流有限公司,1,-9,30,0,3,0,0.00,1,0,1,0,180639031000,0,-9,0,0,41,-9,-9
广东省 中山市,110000.00,152,0,1,20.00,110000.00,1,0,中山市**电器制造厂,0,-9,30,0,1,0,0.00,1,0,1,0,130786268000,0,-9,0,0,42,-9,-9
广东省 佛山,560000.00,152,0,8,20.00,70000.00,1,0,佛山**有机硅厂,1,-9,30,0,7,0,71166.67,1,0,1,0,225480740000,0,-9,0,1,37,-9,-9
广东省 佛山,225000.00,160,0,5,20.00,45000.00,-9,1,佛山**工程承包公司,1,奇瑞,30,0,5,0,0.00,1,1,1,0,117567174000,0,1385827200000,0,0,26,70000.0,20000.0
广东省 佛山,270000.00,160,1,6,20.00,30000.00,1,1,佛山**五金配件厂,1,三菱,30,1,6,0,0.00,3,1,1,0,138735199000,0,1196438400000,0,0,54,100000.0,20000.0
广东省 佛山,650000.00,160,1,5,20.00,130000.00,1,1,佛山**品牌策划公司,1,宝马,30,1,5,0,0.00,1,1,1,0,138796274000,0,1259596800000,0,1,31,150000.0,-9
广东省 佛山,70000.00,152,0,1,22.00,70000.00,1,1,来宾**环保建材有限公司,1,丰田,90,1,1,-9,0.00,1,1,1,2,228220319000,0,1228060800000,0,1,38,80000.0,15000.0
广东省 佛山,800000.00,172,0,2,20.00,700000.00,1,1,佛山市**布艺公司,1,梅赛德斯-奔驰,30,0,2,0,0.00,1,1,1,0,404317853000,0,1291132800000,0,0,46,700000.0,150000.0
广东省 广州,800000.00,157,0,4,22.00,250000.00,1,1,广州**商务有限公司,1,宝马,90,1,4,-9,0.00,0,1,1,2,233515850000,0,1259596800000,0,0,33,220000.0,30000.0
广东省 佛山,160000.00,152,0,4,20.00,40000.00,1,1,佛山**制衣厂,1,丰田,30,1,4,0,0.00,1,1,1,0,78255092000,0,1259596800000,0,0,42,60000.0,10000.0
广东省 佛山,90000.00,157,1,4,20.00,20000.00,1,1,佛山市**房地产公司,1,东风悦达起亚,30,1,4,0,0.00,1,1,1,0,357067917000,0,1259596800000,0,0,40,40000.0,8000.0
广东省 佛山,1100000.00,167,0,2,22.00,550000.00,1,0,佛山**家具布艺公司,1,-9,90,0,2,0,0.00,1,0,1,2,259842741000,0,-9,0,1,44,-9,-9
广东省 肇庆,200000.00,162,0,2,22.00,100000.00,1,1,四会市***卫生站,1,丰田,90,0,2,0,0.00,1,1,1,2,798896105000,0,1354291200000,0,1,42,160000.0,30000.0
广东省 清远,40000.00,157,0,1,24.00,40000.00,1,1,佛山市**五金制品厂,1,比亚迪,180,1,1,0,0.00,1,1,1,0,330777498000,0,1385827200000,0,1,31,60000.0,10000.0
广东省 佛山,200000.00,162,0,1,18.00,200000.00,1,1,佛山**广告策划公司,1,雷克萨斯,15,0,1,0,0.00,3,1,1,3,238848072000,0,1291132800000,0,1,40,320000.0,100000.0
广东省 广州,190000.00,163,1,3,20.00,60000.00,-9,1,广州市***物流公司,1,东风,30,1,3,0,0.00,0,1,1,0,241281089000,0,1322668800000,0,1,25,150000.0,20000.0
广东省 广州,3000000.00,185,1,5,20.00,600000.00,1,1,广州**广告公司,1,奔驰,30,1,5,0,0.00,1,1,1,0,49473204000,0,1354291200000,0,0,34,800000.0,120000.0
广东省 广州,420000.00,155,1,6,20.00,70000.00,1,1,增城**制衣厂,1,日产天籁,30,1,6,0,0.00,1,1,1,0,115061467000,0,1259596800000,0,0,50,90000.0,40000.0
广东省 佛山,970000.00,160,1,12,20.00,60000.00,1,1,佛山**户外用品有限公司,1,长安福特-蒙迪欧,30,1,11,0,91500.00,1,1,1,0,159816750000,0,1322668800000,0,0,28,120000.0,10000.0
广东省 肇庆,900000.00,153,1,5,20.00,180000.00,1,1,高要市**五金厂,1,宝马,30,0,5,0,0.00,1,1,1,0,154607482000,0,1228060800000,0,0,38,170000.0,100000.0
广东省 广州,210000.00,152,1,3,20.00,70000.00,1,1,广州**医疗机械公司,1,丰田,30,1,3,0,0.00,1,1,1,0,102162736000,0,1291132800000,0,1,32,60000.0,10000.0
广东省 佛山,3150000.00,172,0,9,20.00,350000.00,1,1,佛山**金属材料厂,1,宝马,30,0,8,0,355833.33,0,1,1,0,265213861000,0,1354291200000,0,0,22,600000.0,100000.0
广东省 佛山,240000.00,157,0,10,20.00,30000.00,1,1,佛山**棋牌室,1,起亚,30,1,9,0,16266.67,1,1,1,0,112717940000,0,1322668800000,0,0,24,50000.0,8000.0
广东省 佛山,104000.00,157,1,4,20.00,28000.00,1,1,佛山**粉体经营部,1,东风日产,30,1,4,0,0.00,1,1,1,0,138983604000,0,1354291200000,0,0,39,60000.0,12000.0
广东省 广州,1100000.00,177,1,3,20.00,350000.00,1,1,广州**贸易公司,1,奥迪,30,1,3,0,0.00,0,1,1,0,320347810000,0,1354291200000,0,0,38,360000.0,150000.0
广东省 广州,1040000.00,152,0,13,20.00,80000.00,-9,1,广州**建筑公司,1,北京现代,30,1,12,0,81333.33,1,1,1,0,146683886000,0,1291132800000,0,0,41,80000.0,-9
广东省 佛山,360000.00,160,1,7,20.00,50000.00,-9,1,佛山**家具厂,1,本田,30,1,7,0,0.00,1,1,1,0,194117604000,0,1228060800000,0,0,47,100000.0,20000.0
广东省 广州,600000.00,162,1,6,20.00,100000.00,1,1,广州**贸易有限公司,1,东风日产,30,1,6,0,0.00,1,1,1,0,107519450000,0,1354291200000,0,1,50,70000.0,30000.0
广东省 广州,500000.00,162,0,4,20.00,100000.00,1,1,广州***贸易公司,1,奥迪,30,1,4,0,0.00,1,1,1,0,212581908000,0,1228060800000,0,0,48,200000.0,23000.0
广东省 广州,280000.00,162,1,4,20.00,70000.00,1,1,佛山**机电设备有限公司,1,名爵,30,1,4,0,0.00,1,1,1,0,-250262829000,0,1322668800000,0,0,41,75000.0,30000.0
广东省 佛山,1440000.00,172,0,6,20.00,240000.00,1,1,佛山**贸易有限公司,1,-9,30,0,6,0,0.00,1,1,1,0,131121050000,0,1354291200000,0,1,37,400000.0,25000.0
广东省 广州,80000.00,162,0,1,20.00,80000.00,1,1,广州**珠宝行,1,本田,30,0,1,0,0.00,1,1,1,0,39105129000,0,1385827200000,0,1,28,80000.0,30000.0
广东省 广州,135000.00,157,1,3,20.00,45000.00,1,1,广州**装饰设计公司,1,雪佛兰牌,30,1,3,0,0.00,1,1,1,0,457194795000,0,1259596800000,0,0,36,45000.0,30000.0
广东省 广州,1610000.00,185,1,7,20.00,230000.00,1,1,广州**皮具有限公司,1,别克,30,1,7,0,0.00,1,1,1,0,204734167000,0,1259596800000,0,0,37,190000.0,50000.0
广东省 佛山,680000.00,157,0,6,22.00,120000.00,1,1,佛山**保险公司,1,大众,90,1,5,1,111833.33,1,1,1,2,265311043000,0,1385827200000,0,1,54,180000.0,20000.0
广东省 佛山,470000.00,162,0,6,22.00,100000.00,1,1,广东**电力工程有限公司,1,森林人,90,1,5,0,66083.33,1,1,1,2,112815109000,0,1228060800000,0,1,38,105000.0,20000.0
广东省 广州,240000.00,157,1,4,20.00,60000.00,1,1,广州**金属制品有限公司,1,别克,30,1,3,0,61000.00,1,1,1,0,357327184000,0,1196438400000,0,1,47,63000.0,90000.0
广东省 广州,550000.00,158,1,11,20.00,50000.00,1,1,广州**纸制品公司,1,长城,30,1,10,0,50833.33,0,1,1,0,267903235000,0,1259596800000,0,0,38,50000.0,20000.0
广东省 佛山,303000.00,154,0,9,20.00,35000.00,1,1,深圳**装饰有限公司佛山分公司,1,海马,30,1,8,0,32533.33,1,1,1,0,67973677000,0,1385827200000,0,0,30,60000.0,19000.0
广东省 佛山,190000.00,163,1,6,20.00,30000.00,1,1,佛山**服装有限公司,1,名爵,30,1,6,0,0.00,1,1,1,0,128453738000,0,-9,0,0,54,40000.0,20000.0
广东省 佛山,2350000.00,214,0,4,20.00,600000.00,1,1,佛山**服装公司,1,梅赛德斯-奔驰,30,0,4,0,0.00,0,1,1,0,199549835000,0,1322668800000,0,0,0,600000.0,100000.0
广东省 广州,660000.00,157,0,6,20.00,110000.00,-9,1,广州**服饰有限公司,1,长城哈弗,30,0,6,0,0.00,1,1,1,0,331050685000,0,1385827200000,0,0,34,110000.0,20000.0
广东省 佛山,870000.00,157,1,5,20.00,190000.00,1,1,佛山**金属贸易有限公司,1,本田艾力绅,30,1,5,0,0.00,1,1,1,0,81268332000,0,1385827200000,0,0,46,240000.0,70000.0
广东省 佛山,720000.00,157,0,9,20.00,80000.00,1,1,湖南**国有水库,1,东风本田,30,1,8,0,81333.33,1,1,1,0,144426803000,0,1259596800000,0,0,49,100000.0,100000.0
广东省 广州,3000000.00,154,1,4,20.00,750000.00,1,1,佛山**管理顾问有限公司,1,保时捷,30,1,4,0,0.00,1,1,1,0,349525848000,0,1385827200000,0,0,39,750000.0,150000.0
广东省 广州,335000.00,160,1,11,20.00,35000.00,1,1,广州**拍卖公司,1,长城,30,1,10,0,25416.67,1,1,1,0,252239476000,0,1291132800000,0,0,51,50000.0,18000.0
广东省 广州,600000.00,157,1,5,20.00,120000.00,1,1,广州**信息科技公司,1,丰田,30,1,5,0,0.00,1,1,1,0,107706662000,0,1291132800000,0,0,27,140000.0,50000.0
广东省 佛山,220000.00,152,1,2,20.00,100000.00,1,1,**投资有限公司,1,奥迪,30,1,2,0,0.00,1,1,1,0,425831557000,0,1259596800000,0,0,31,300000.0,20000.0
广东省 广州,275000.00,157,1,5,20.00,55000.00,1,1,广州***电子科技有限公司,1,北京现代,30,1,5,0,0.00,0,1,1,0,112977221000,0,1322668800000,0,0,23,95000.0,20000.0
广东省 佛山,200000.00,157,1,4,20.00,50000.00,1,1,佛山**五金购销部,1,广本田-飞度,30,1,4,0,0.00,1,1,1,0,83860483000,0,1354291200000,0,0,54,55000.0,20000.0
广东省 佛山,310000.00,160,1,10,20.00,35000.00,1,1,佛山**电子商务公司,1,东风,30,1,9,0,27958.33,1,1,1,0,78676540000,0,1354291200000,0,0,29,50000.0,11000.0
广东省 佛山,255000.00,152,1,9,20.00,30000.00,1,1,佛山**咨询服务公司,1,大众,30,1,8,0,25416.67,1,1,1,0,123345388000,0,1354291200000,0,0,31,60000.0,10000.0
广东省 广州,750000.00,157,1,3,20.00,250000.00,-9,1,广州**装饰公司,1,奔驰,30,1,3,0,0.00,0,1,1,0,36599987000,0,1385827200000,0,0,27,320000.0,50000.0
广东省 佛山,130000.00,162,0,1,22.00,130000.00,1,1,佛山市**贸易有限公司,1,奥迪,90,0,1,0,0.00,3,1,1,2,28661453000,0,1385827200000,0,1,30,220000.0,20000.0
广东省 佛山,265000.00,157,1,5,20.00,60000.00,1,1,佛山**家具有限公司,1,东风悦达起亚,30,1,5,0,0.00,1,1,1,0,170789514000,0,1385827200000,0,1,41,110000.0,20000.0
广东省 广州,800000.00,172,0,2,20.00,400000.00,1,1,广州**电子商务有限公司,1,保时捷牌,30,0,2,0,0.00,3,1,1,0,399465049000,0,1354291200000,0,0,46,360000.0,400000.0
广东省 佛山,625000.00,152,0,6,20.00,110000.00,1,1,佛山**家具有限公司,1,丰田,30,1,6,0,0.00,1,1,1,0,165594613000,0,1291132800000,0,1,38,110000.0,30000.0
广东省 广州,400000.00,157,1,4,20.00,100000.00,1,1,广州**安防有限公司,1,宝马,30,1,4,0,0.00,1,1,1,0,131380291000,0,1228060800000,0,1,32,130000.0,40000.0
广东省 广州,420000.00,157,1,9,20.00,50000.00,-9,1,**汽车玻璃公司,1,长安福特,30,1,8,0,45750.00,1,1,1,0,160237979000,0,1196438400000,0,0,38,70000.0,15000.0
广东省 佛山,40000.00,157,0,1,24.00,40000.00,1,1,佛山南海**木材公司,1,北京现代,180,1,1,0,0.00,1,1,1,0,18369267000,0,1196438400000,0,1,30,35000.0,25000.0
广东省 佛山,1260000.00,152,1,6,20.00,180000.00,-9,1,佛山**陶瓷有限公司,1,奔驰,30,1,6,0,0.00,0,1,1,0,47227121000,0,1385827200000,0,0,25,230000.0,50000.0
广东省 佛山,570000.00,162,1,9,20.00,70000.00,-9,1,佛山**贸易有限公司,1,本田,30,1,8,0,55916.67,1,1,1,0,81451846000,0,1385827200000,0,0,29,90000.0,10000.0
广东省 佛山,140000.00,157,0,2,20.00,70000.00,1,1,广州**电子工程有限公司,1,江淮,30,0,2,0,0.00,1,1,1,0,678389515000,0,1385827200000,0,0,0,55000.0,30000.0
广东省 佛山,335000.00,160,0,10,20.00,35000.00,-9,0,佛山**贸易有限公司,1,-9,30,0,9,0,30500.00,1,0,1,0,36696785000,0,-9,0,0,29,-9,-9
广东省 佛山,255000.00,162,0,6,22.00,50000.00,1,1,佛山**铁料经营部,1,本田,90,1,5,0,40666.67,1,1,1,2,247080860000,0,1196438400000,0,0,61,50000.0,26000.0
广东省 广州,200000.00,157,0,1,18.00,200000.00,1,1, 广州**出口有限公司,1,奔驰,10,0,1,0,0.00,1,1,1,3,670527372000,0,1354291200000,0,0,44,200000.0,90000.0
广东省 广州,390000.00,157,1,3,20.00,130000.00,1,1,广州旧汽车配件公司,1,丰田,30,1,3,0,0.00,0,1,1,0,191845869000,0,1322668800000,0,0,31,160000.0,40000.0
广东省 佛山,400000.00,152,0,5,20.00,100000.00,1,1,佛山**不锈钢有限公司,1,丰田,30,0,4,0,0.00,1,1,1,0,136722807000,0,1322668800000,0,0,23,200000.0,10000.0
广东省 佛山,210000.00,157,1,3,20.00,70000.00,1,1,佛山**针织贸易公司,1,马自达,30,1,3,0,0.00,1,1,1,0,273321311000,0,1259596800000,0,0,39,80000.0,50000.0
广东省 佛山,150000.00,157,1,3,20.00,50000.00,1,1,佛山**五金店,1,丰田牌,30,1,3,0,0.00,1,1,1,0,425990185000,0,1228060800000,0,0,53,80000.0,20000.0
未填,210000.00,152,1,9,20.00,30000.00,1,1,佛山**汽修公司,1,本田,30,1,8,1,20333.33,0,1,1,0,252412669000,0,1291132800000,0,0,28,50000.0,7000.0
广东省 广州,164000.00,157,1,6,20.00,28000.00,1,1,佛山市**酒店,1,东风悦达起亚,30,1,6,0,0.00,1,1,1,0,94646459000,0,1354291200000,0,0,28,60000.0,7000.0
广东省 佛山,270000.00,152,0,9,20.00,30000.00,1,1,佛山**手机维修店,1,起亚,30,1,8,0,30500.00,1,1,1,0,186576269000,0,1322668800000,0,0,31,60000.0,30000.0
广东省 佛山,400000.00,157,0,9,20.00,50000.00,-9,1,佛山***针织厂,1,丰田,30,1,8,0,40666.67,1,1,1,0,228826777000,0,1259596800000,0,0,29,100000.0,20000.0
广东省 佛山,1090000.00,162,1,10,20.00,180000.00,1,1,佛山**运输有限公司,1,奥迪,30,1,7,0,91500.00,1,1,1,0,136737038000,0,1291132800000,0,1,41,200000.0,90000.0
广东省 佛山,160000.00,157,0,2,24.00,90000.00,-9,1,佛山**包装材料厂,1,别克,180,1,1,0,74433.54,1,1,1,0,18455538000,0,1259596800000,0,0,40,90000.0,35000.0
广东省 广州,830000.00,160,1,11,20.00,80000.00,1,1,广州**玻璃工艺厂,1,东风日产,30,1,10,0,61000.00,1,1,1,0,113150068000,0,1322668800000,0,0,38,130000.0,20000.0
广东省 佛山,300000.00,157,1,7,20.00,50000.00,1,1,佛山**化工加工公司,1,-9,30,1,7,0,0.00,3,1,1,0,420734136000,0,-9,0,0,48,80000.0,10000.0
广东省 佛山,160000.00,152,1,4,20.00,40000.00,1,1,佛山市*旅行社,1,丰田,30,1,4,0,0.00,1,1,1,0,81527822000,0,1322668800000,0,0,44,50000.0,5000.0
广东省 佛山,175000.00,157,1,5,20.00,35000.00,1,1,佛山**塑料厂,1,马自达,30,1,5,0,0.00,1,1,1,0,197217493000,0,1259596800000,0,1,39,40000.0,8000.0
广东省 广州,135000.00,155,0,4,20.00,35000.00,-9,1,广州***女鞋店,1,长安,30,0,4,0,0.00,1,1,1,0,126203730000,0,1354291200000,0,0,34,36000.0,8000.0
广东省 广州,100000.00,157,1,2,20.00,50000.00,-9,1,广州***海鲜店,1,大众,30,1,2,0,0.00,0,1,1,0,34101483000,0,1354291200000,0,0,25,88000.0,8000.0
广东省 广州,700000.00,160,1,4,20.00,100000.00,-9,1,广州市***货运代理有限公司,1,宝马,30,1,4,0,0.00,1,1,1,0,315506398000,0,1259596800000,0,1,30,470000.0,30000.0
广东省 佛山,770000.00,162,1,7,20.00,110000.00,1,1,佛山**文化传播有限公司,1,宝马,30,1,6,0,111833.33,0,1,1,0,418818603000,0,1164902400000,0,0,36,150000.0,25000.0
广东省 佛山,90000.00,157,0,1,20.00,90000.00,1,1,佛山市**服饰有限公司,1,大众新甲壳虫,30,1,1,0,0.00,1,1,1,0,284639495000,0,1259596800000,0,1,43,90000.0,20000.0
广东省 广州,7100000.00,192,1,8,20.00,900000.00,1,1,广州**皮具有限公司,1,保时捷-帕纳美拉,30,1,8,0,0.00,1,1,1,0,158423412000,0,1322668800000,0,0,28,700000.0,100000.0
广东省 广州,600000.00,157,1,6,20.00,120000.00,1,1,广州**事业单位,1,本田奥德赛,30,1,5,0,0.00,3,1,1,0,510849143000,0,1228060800000,0,0,41,110000.0,20000.0
广东省 广州,700000.00,160,1,7,20.00,100000.00,1,1, 广州**装饰工程有限公司,1,东风,30,1,7,0,0.00,3,1,1,0,208459793000,0,1259596800000,0,1,49,100000.0,20000.0
广东省 广州,80000.00,157,1,2,20.00,40000.00,1,1,广州**工艺饰品公司,1,福克斯牌,30,1,2,0,0.00,0,1,1,0,37474338000,0,1322668800000,0,0,30,50000.0,30000.0
江西省 赣州,170000.00,157,0,1,22.00,170000.00,1,1,东莞市**有限公司,1,奔驰,90,0,1,0,0.00,1,1,1,2,279455376000,0,1354291200000,0,1,42,280000.0,800000.0
广东省 广州,760000.00,160,1,10,20.00,100000.00,1,1,广州市**塑料厂,1,丰田凯美瑞,30,1,9,0,61000.00,0,1,1,0,195301883000,0,1291132800000,0,0,47,110000.0,40000.0
广东省 佛山,195000.00,162,1,10,20.00,20000.00,1,1,佛山**市场鱼档,1,长安,30,1,8,0,20333.33,1,1,1,0,150546749000,0,1354291200000,0,0,44,55000.0,15000.0
广东省 佛山,855000.00,160,1,9,20.00,100000.00,1,1,佛山**童装公司,1,本田,30,1,9,0,0.00,1,1,1,0,24330546000,0,1291132800000,0,1,33,110000.0,10000.0
广东省 广州,240000.00,155,1,7,20.00,40000.00,1,1, 广州**鞋业有限公司,1,荣威,30,1,6,0,0.00,1,1,1,0,37549898000,0,1259596800000,0,0,36,40000.0,15000.0
广东省 广州,380000.00,160,1,9,20.00,40000.00,1,1,广州**信息科技公司,1,现代,30,1,8,0,40666.67,0,1,1,0,169122820000,0,1259596800000,0,0,41,40000.0,30000.0
广东省 广州,200000.00,152,0,8,20.00,30000.00,1,1,广州**维修工程公司,1,-9,30,1,8,0,0.00,1,1,1,0,618921310000,0,-9,0,0,39,65000.0,8500.0
广东省 广州,560000.00,157,0,5,20.00,100000.00,1,1,广州**金融企业服务公司,1,-9,30,1,5,0,0.00,1,1,1,0,45570988000,0,-9,0,0,52,110000.0,50000.0
广东省 广州,160000.00,152,0,2,20.00,80000.00,-9,1,广州市**电器销售有限公司,1,北京现代,30,0,2,0,0.00,1,1,1,0,48176999000,0,1385827200000,0,0,32,120000.0,10000.0
广东省 佛山,300000.00,160,1,6,20.00,50000.00,1,1,广东**陶瓷公司,1,东风本田-思域,30,1,6,0,0.00,0,1,1,0,63901915000,0,1259596800000,0,0,28,65000.0,5000.0
广东省 广州,337200.00,155,1,7,20.00,50000.00,-9,1,广州市***箱包厂,1,丰田,30,1,7,0,0.00,1,1,1,0,147969177000,0,1354291200000,0,0,37,105000.0,20000.0
广东省 佛山,210000.00,167,1,5,20.00,50000.00,1,1,佛山**贸易有限公司,1,东风悦达起亚,30,1,5,0,0.00,3,1,1,0,24417238000,0,1322668800000,0,0,39,100000.0,30000.0
广东省 佛山,640000.00,155,1,6,20.00,100000.00,1,1,佛山**建筑工程有限公司,1,本田,30,1,6,0,0.00,1,1,1,0,800292928000,0,1322668800000,0,0,50,130000.0,40000.0
广东省 佛山,35000.00,157,0,1,24.00,35000.00,1,1,佛山市**家电器有限公司,1,大众,180,1,1,0,0.00,1,1,1,0,-567976886676000,0,1228060800000,0,0,41,30000.0,150000.0
广东省 佛山,940000.00,160,1,9,20.00,110000.00,1,1,佛山**策划工作室,1,丰田,30,1,9,0,0.00,0,1,1,0,121862183000,0,1259596800000,0,0,33,140000.0,100000.0
