livePlace,totalLoanAmount,totalLoanNum,rate,financeAmount,houseNum,occupation,brandModel,due,totalReturnNum,toBeReturnAmoun,carNum,occupationYear,overdueReturnNum,carBuyDate,overdueReturnAmount,age,carEstimatePrice,personalIncome
广东省 佛山,1260000.00,6,20.00,180000.00,-9,佛山**陶瓷有限公司,奔驰,30,6,0.00,1,47227121000,0,1385827200000,0,25,230000.0,50000.0
广东省 佛山,570000.00,9,20.00,70000.00,-9,佛山**贸易有限公司,本田,30,8,55916.67,1,81451846000,0,1385827200000,0,29,90000.0,10000.0
广东省 佛山,140000.00,2,20.00,70000.00,1,广州**电子工程有限公司,江淮,30,2,0.00,1,678389515000,0,1385827200000,0,0,55000.0,30000.0
广东省 佛山,335000.00,10,20.00,35000.00,-9,佛山**贸易有限公司,-9,30,9,30500.00,1,36696785000,0,-9,0,29,-9,-9
广东省 佛山,255000.00,6,22.00,50000.00,1,佛山**铁料经营部,本田,90,5,40666.67,1,247080860000,0,1196438400000,0,61,50000.0,26000.0
广东省 广州,200000.00,1,18.00,200000.00,1, 广州**出口有限公司,奔驰,10,1,0.00,1,670527372000,0,1354291200000,0,44,200000.0,90000.0
广东省 广州,390000.00,3,20.00,130000.00,1,广州旧汽车配件公司,丰田,30,3,0.00,1,191845869000,0,1322668800000,0,31,160000.0,40000.0
广东省 佛山,400000.00,5,20.00,100000.00,1,佛山**不锈钢有限公司,丰田,30,4,0.00,1,136722807000,0,1322668800000,0,23,200000.0,10000.0
广东省 佛山,210000.00,3,20.00,70000.00,1,佛山**针织贸易公司,马自达,30,3,0.00,1,273321311000,0,1259596800000,0,39,80000.0,50000.0
广东省 佛山,150000.00,3,20.00,50000.00,1,佛山**五金店,丰田牌,30,3,0.00,1,425990185000,0,1228060800000,0,53,80000.0,20000.0
未填,210000.00,9,20.00,30000.00,1,佛山**汽修公司,本田,30,8,20333.33,1,252412669000,0,1291132800000,0,28,50000.0,7000.0
广东省 广州,164000.00,6,20.00,28000.00,1,佛山市**酒店,东风悦达起亚,30,6,0.00,1,94646459000,0,1354291200000,0,28,60000.0,7000.0
广东省 佛山,270000.00,9,20.00,30000.00,1,佛山**手机维修店,起亚,30,8,30500.00,1,186576269000,0,1322668800000,0,31,60000.0,30000.0
广东省 佛山,400000.00,9,20.00,50000.00,-9,佛山***针织厂,丰田,30,8,40666.67,1,228826777000,0,1259596800000,0,29,100000.0,20000.0
广东省 佛山,1090000.00,10,20.00,180000.00,1,佛山**运输有限公司,奥迪,30,7,91500.00,1,136737038000,0,1291132800000,0,41,200000.0,90000.0
广东省 佛山,160000.00,2,24.00,90000.00,-9,佛山**包装材料厂,别克,180,1,74433.54,1,18455538000,0,1259596800000,0,40,90000.0,35000.0
广东省 广州,830000.00,11,20.00,80000.00,1,广州**玻璃工艺厂,东风日产,30,10,61000.00,1,113150068000,0,1322668800000,0,38,130000.0,20000.0
广东省 佛山,300000.00,7,20.00,50000.00,1,佛山**化工加工公司,-9,30,7,0.00,1,420734136000,0,-9,0,48,80000.0,10000.0
广东省 佛山,160000.00,4,20.00,40000.00,1,佛山市*旅行社,丰田,30,4,0.00,1,81527822000,0,1322668800000,0,44,50000.0,5000.0
广东省 佛山,175000.00,5,20.00,35000.00,1,佛山**塑料厂,马自达,30,5,0.00,1,197217493000,0,1259596800000,0,39,40000.0,8000.0
广东省 广州,135000.00,4,20.00,35000.00,-9,广州***女鞋店,长安,30,4,0.00,1,126203730000,0,1354291200000,0,34,36000.0,8000.0
广东省 广州,100000.00,2,20.00,50000.00,-9,广州***海鲜店,大众,30,2,0.00,1,34101483000,0,1354291200000,0,25,88000.0,8000.0
广东省 广州,700000.00,4,20.00,100000.00,-9,广州市***货运代理有限公司,宝马,30,4,0.00,1,315506398000,0,1259596800000,0,30,470000.0,30000.0
广东省 佛山,770000.00,7,20.00,110000.00,1,佛山**文化传播有限公司,宝马,30,6,111833.33,1,418818603000,0,1164902400000,0,36,150000.0,25000.0
广东省 佛山,90000.00,1,20.00,90000.00,1,佛山市**服饰有限公司,大众新甲壳虫,30,1,0.00,1,284639495000,0,1259596800000,0,43,90000.0,20000.0
广东省 广州,7100000.00,8,20.00,900000.00,1,广州**皮具有限公司,保时捷-帕纳美拉,30,8,0.00,1,158423412000,0,1322668800000,0,28,700000.0,100000.0
广东省 广州,600000.00,6,20.00,120000.00,1,广州**事业单位,本田奥德赛,30,5,0.00,1,510849143000,0,1228060800000,0,41,110000.0,20000.0
广东省 广州,700000.00,7,20.00,100000.00,1, 广州**装饰工程有限公司,东风,30,7,0.00,1,208459793000,0,1259596800000,0,49,100000.0,20000.0
广东省 广州,80000.00,2,20.00,40000.00,1,广州**工艺饰品公司,福克斯牌,30,2,0.00,1,37474338000,0,1322668800000,0,30,50000.0,30000.0
江西省 赣州,170000.00,1,22.00,170000.00,1,东莞市**有限公司,奔驰,90,1,0.00,1,279455376000,0,1354291200000,0,42,280000.0,800000.0
广东省 广州,760000.00,10,20.00,100000.00,1,广州市**塑料厂,丰田凯美瑞,30,9,61000.00,1,195301883000,0,1291132800000,0,47,110000.0,40000.0
广东省 佛山,195000.00,10,20.00,20000.00,1,佛山**市场鱼档,长安,30,8,20333.33,1,150546749000,0,1354291200000,0,44,55000.0,15000.0
广东省 佛山,855000.00,9,20.00,100000.00,1,佛山**童装公司,本田,30,9,0.00,1,24330546000,0,1291132800000,0,33,110000.0,10000.0
广东省 广州,240000.00,7,20.00,40000.00,1, 广州**鞋业有限公司,荣威,30,6,0.00,1,37549898000,0,1259596800000,0,36,40000.0,15000.0
广东省 广州,380000.00,9,20.00,40000.00,1,广州**信息科技公司,现代,30,8,40666.67,1,169122820000,0,1259596800000,0,41,40000.0,30000.0
广东省 广州,200000.00,8,20.00,30000.00,1,广州**维修工程公司,-9,30,8,0.00,1,618921310000,0,-9,0,39,65000.0,8500.0
广东省 广州,560000.00,5,20.00,100000.00,1,广州**金融企业服务公司,-9,30,5,0.00,1,45570988000,0,-9,0,52,110000.0,50000.0
广东省 广州,160000.00,2,20.00,80000.00,-9,广州市**电器销售有限公司,北京现代,30,2,0.00,1,48176999000,0,1385827200000,0,32,120000.0,10000.0
广东省 佛山,300000.00,6,20.00,50000.00,1,广东**陶瓷公司,东风本田-思域,30,6,0.00,1,63901915000,0,1259596800000,0,28,65000.0,5000.0
广东省 广州,337200.00,7,20.00,50000.00,-9,广州市***箱包厂,丰田,30,7,0.00,1,147969177000,0,1354291200000,0,37,105000.0,20000.0
广东省 佛山,210000.00,5,20.00,50000.00,1,佛山**贸易有限公司,东风悦达起亚,30,5,0.00,1,24417238000,0,1322668800000,0,39,100000.0,30000.0
广东省 佛山,640000.00,6,20.00,100000.00,1,佛山**建筑工程有限公司,本田,30,6,0.00,1,800292928000,0,1322668800000,0,50,130000.0,40000.0
广东省 佛山,35000.00,1,24.00,35000.00,1,佛山市**家电器有限公司,大众,180,1,0.00,1,-567976886676000,0,1228060800000,0,41,30000.0,150000.0
广东省 佛山,940000.00,9,20.00,110000.00,1,佛山**策划工作室,丰田,30,9,0.00,1,121862183000,0,1259596800000,0,33,140000.0,100000.0
广东省 广州,200000.00,4,20.00,50000.00,1,广州**汽车美容公司,本田思域,30,4,0.00,1,50927904000,0,1164902400000,0,26,40000.0,10000.0
广东省 广州,4550000.00,10,20.00,450000.00,1,广州**投资有限公司,奥迪,30,9,355833.33,1,332260373000,0,1322668800000,0,46,600000.0,150000.0
广东省 佛山,150000.00,7,20.00,20000.00,1, 佛山**票务中心,中华,30,7,0.00,1,50942057000,0,1354291200000,0,38,35000.0,7000.0
广东省 广州,74000.00,4,20.00,16000.00,1,广州市***商贸有限公司,丰田牌,30,4,0.00,1,200759712000,0,1070208000000,0,41,30000.0,100000.0
广东省 广州,605000.00,11,20.00,55000.00,1,广州**食品贸易公司,东风轩逸,30,10,55916.67,1,340133568000,0,1259596800000,0,32,60000.0,10000.0
广东省 广州,1000000.00,10,20.00,100000.00,1,广州**保险代理有限公司,马自达,30,10,0.00,1,182280876000,0,1291132800000,0,38,80000.0,20000.0
广东省 佛山,235000.00,7,20.00,40000.00,1,佛山**窗帘经营部,比亚迪,30,6,30500.00,1,82636275000,0,1354291200000,0,36,50000.0,6000.0
广东省 佛山,440000.00,6,20.00,80000.00,1,佛山**边锁药房,丰田,30,6,0.00,1,166789956000,0,1291132800000,0,25,100000.0,8000.0
广东省 广州,800000.00,2,20.00,400000.00,1,广州白云**皮鞋公司,宝马,30,2,0.00,1,182442661000,0,1259596800000,0,42,410000.0,200000.0
广东省 广州,360000.00,8,20.00,45000.00,-9,广州**金属工艺品有限公司,马自达,30,7,45750.00,1,140538732000,0,1291132800000,0,41,70000.0,40000.0
广东省 广州,750000.00,5,20.00,150000.00,1,广州**电子有限公司,本田,30,5,0.00,1,329851890000,0,1322668800000,0,41,150000.0,50000.0
广东省 佛山,150000.00,3,20.00,50000.00,-9,佛山**五金店,广本田,30,3,0.00,1,6370397000,0,1354291200000,0,20,55000.0,6000.0
广东省 广州,140000.00,3,20.00,50000.00,1,广州**皮具厂,三菱,30,3,0.00,1,258831269000,0,1259596800000,0,27,60000.0,30000.0
广东省 广州,440000.00,7,20.00,70000.00,1,广州**科技有限公司,大众朗逸,30,7,0.00,1,222085917000,0,1291132800000,0,36,70000.0,10000.0
广东省 佛山,450000.00,3,20.00,150000.00,1,佛山市**服装店,丰田,30,3,0.00,1,140610828000,0,1385827200000,0,22,180000.0,5000.0
广东省 广州,2000000.00,5,20.00,400000.00,1,广州**修理厂,丰田,30,5,0.00,1,114359422000,0,1259596800000,0,41,350000.0,150000.0
广东省 广州,90000.00,2,20.00,45000.00,1,广州市**小学,长城哈弗,30,2,0.00,1,1013610706000,0,1322668800000,0,52,45000.0,12000.0
广东省 佛山,183000.00,4,20.00,33000.00,1,***蔬菜专营合作社,马自达牌,30,4,0.00,1,106410811000,0,1322668800000,0,28,70000.0,8000.0
广东省 广州,90000.00,2,20.00,45000.00,1,广州市-皮具厂,福克斯,30,2,0.00,1,230059819000,0,1291132800000,0,39,50000.0,30000.0
广东省 广州,425000.00,5,20.00,85000.00,1,广州市**玻纤有限公司,奥德赛,30,5,0.00,1,369250279000,0,1291132800000,0,44,90000.0,10000.0
广东省 广州,420000.00,7,20.00,60000.00,1,广州**家用电器商行,一佳星,30,7,0.00,1,132748259000,0,1354291200000,0,42,40000.0,30000.0
广东省 深圳,1900000.00,10,20.00,190000.00,1,深圳**配件公司,大众,30,9,172833.33,1,138018714000,0,1259596800000,0,33,210000.0,50000.0
广东省 佛山,1100000.00,4,20.00,270000.00,1,佛山**食品公司,宝马,30,4,0.00,1,164298647000,0,1385827200000,0,42,400000.0,50000.0
广东省 广州,130000.00,1,22.00,130000.00,1,广州市**不锈钢加工店,东风天籁,90,1,0.00,1,98548342000,0,1385827200000,0,32,130000.0,50000.0
广东省 佛山,60000.00,1,22.00,60000.00,-9,佛山**陶瓷有限公司,本田思铭,90,1,0.00,1,48609223000,0,1354291200000,0,26,70000.0,50000.0
广东省 佛山,100000.00,1,22.00,100000.00,1,佛山市**进出口贸易公司,傲虎,90,1,0.00,1,72282873000,0,1228060800000,0,31,130000.0,10000.0
广东省 佛山,240000.00,1,22.00,240000.00,1,佛山市**贸易有限公司,一辆别克昂科雷,90,1,0.00,1,90696652000,0,1322668800000,0,32,240000.0,130000.0
广东省 广州,1080000.00,9,20.00,120000.00,1,广州**材料公司,北京现代,30,8,122000.00,1,130095134000,0,1322668800000,0,39,110000.0,10000.0
广东省 广州,1000000.00,2,20.00,500000.00,1,广州**服饰有限公司,雷克萨斯,30,2,0.00,1,153829883000,0,1291132800000,0,37,430000.0,200000.0
广西区 钦州,700000.00,2,22.00,350000.00,1,广州市***休闲会所,宝马,90,2,0.00,1,46103449000,0,1322668800000,0,35,300000.0,300000.0
广东省 广州,1810000.00,8,18.00,220000.00,1,广州**贸易有限公司,奥迪A6,10,8,0.00,1,103991673000,0,1354291200000,0,39,440000.0,50000.0
广东省 佛山,240000.00,2,22.00,120000.00,1,佛山市**宾馆,奔驰-梅赛德斯,90,2,0.00,1,877023082000,0,1291132800000,0,49,160000.0,40000.0
广东省 佛山,1545000.00,11,20.00,140000.00,1,佛山**房产投资公司,奥迪,30,10,96583.33,1,43497032000,0,1259596800000,0,52,240000.0,12000.0
广东省 佛山,800000.00,7,20.00,110000.00,-9,佛山市**酒楼,本田,30,7,0.00,1,67084309000,0,1354291200000,0,33,180000.0,60000.0
广东省 佛山,800000.00,8,20.00,110000.00,1,佛山**家具有限公司,福特,30,7,91500.00,1,96129040000,0,1385827200000,0,26,130000.0,18000.0
广东省 佛山,335000.00,3,20.00,110000.00,1,佛山**磨具厂,日产风雅,30,3,0.00,1,80317959000,0,1196438400000,0,40,130000.0,80000.0
广东省 佛山,386000.00,7,20.00,54000.00,1,佛山**国有股份公司,奔驰精灵,30,7,0.00,1,222359652000,0,1322668800000,0,31,70000.0,-9
广东省 佛山,200000.00,1,22.00,200000.00,1,佛山市**砂轮厂,雷克萨斯,90,1,0.00,1,175023098000,0,1322668800000,0,47,270000.0,50000.0
广东省 佛山,295000.00,9,20.00,35000.00,1,佛山**纺织品有限公司,本田,30,8,30500.00,1,143487174000,0,1228060800000,0,35,45000.0,20000.0
广东省 佛山,400000.00,4,20.00,100000.00,1,佛山**咖啡店,丰田,30,4,0.00,1,138216869000,0,1385827200000,0,23,180000.0,6500.0
广东省 广州,1480000.00,12,20.00,130000.00,1,广州**服装公司,克莱斯勒,30,11,111833.33,1,159287445000,0,1228060800000,0,42,110000.0,130000.0
广东省 佛山,1140000.00,8,20.00,130000.00,1,佛山**钢铁公司,宝马520LI,30,8,0.00,1,169828309000,0,1259596800000,0,32,200000.0,40000.0
广东省 佛山,440000.00,8,20.00,50000.00,1,佛山**家具公司,丰田,30,8,0.00,1,364487572000,0,1196438400000,0,46,100000.0,150000.0
广东省 惠州,30000.00,1,24.00,30000.00,-9,广东**股份有限公司,现代,180,1,0.00,1,193415620000,0,1322668800000,0,29,50000.0,9000.0
广东省 佛山,240000.00,2,20.00,120000.00,1,佛山一药店,东风日产,30,2,0.00,1,169828503000,0,1385827200000,0,29,160000.0,40000.0
广东省 广州,320000.00,7,20.00,40000.00,1,广州**铁道公司,雪佛兰,30,7,0.00,1,545927806000,0,1259596800000,0,39,45000.0,14000.0
广东省 广州,1200000.00,7,20.00,100000.00,1,广东**建设工程有限公司,奥迪,30,7,0.00,1,143721017000,0,1228060800000,0,42,160000.0,80000.0
广东省 广州,100000.00,2,20.00,50000.00,1,广州市番禺区机关单位,丰田,30,2,0.00,1,151497075000,0,1354291200000,0,28,65000.0,8000.0
广东省 佛山,810000.00,5,20.00,150000.00,1,佛山**幼儿园,英菲尼迪G25牌,30,5,0.00,1,356797827000,0,1291132800000,0,35,170000.0,6000.0
广东省 广州,980000.00,7,20.00,140000.00,1,广州**汽车用品公司,奔驰,30,7,0.00,1,230567491000,0,1291132800000,0,43,150000.0,50000.0
广东省 广州,660000.00,11,20.00,60000.00,-9, 广州**汽车用品有限公司,一大众-宝来,30,10,61000.00,1,104337180000,0,1228060800000,0,41,48000.0,30000.0
广东省 佛山,960000.00,8,20.00,120000.00,1,佛山**金属回收公司,宝马牌,30,7,122000.00,1,135883806000,0,1322668800000,0,33,200000.0,30000.0
广东省 佛山,480000.00,8,20.00,60000.00,1,佛山**服饰有限公司,别克,30,7,61000.00,1,256757469000,0,1196438400000,0,47,60000.0,30000.0
广东省 佛山,376000.00,8,20.00,58000.00,1,佛山**铝业有限公司,北京现代,30,7,38633.33,1,56827915000,0,1354291200000,0,24,100000.0,25000.0
广东省 广州,1200000.00,6,20.00,200000.00,1,广州**国际物流公司,宝马,30,6,0.00,1,467202610000,0,1322668800000,0,42,280000.0,100000.0
广东省 佛山,980000.00,5,22.00,220000.00,-9,佛山**投资管理有限公司,奥迪,90,4,183000.00,1,125332228000,0,1259596800000,0,34,220000.0,50000.0
广东省 广州,240000.00,5,20.00,50000.00,1,广州**帽业公司,东风骊威,30,5,0.00,1,128010720000,0,1322668800000,0,33,70000.0,20000.0
广东省 佛山,343000.00,6,20.00,55000.00,1,广州**汽车配件有限公司,东风日产,30,6,0.00,1,130602786000,0,1354291200000,0,23,90000.0,15000.0
广东省 中山市,1110000.00,11,20.00,110000.00,1,中山**电器制造厂,丰田牌,30,10,91500.00,1,133291840000,0,1322668800000,0,42,110000.0,10000.0
广东省 佛山,125000.00,1,20.00,125000.00,1,佛山**品牌策划公司,宝马,30,1,0.00,1,141240699000,0,1259596800000,0,31,150000.0,10000.0
广东省 佛山,675000.00,7,20.00,100000.00,1,佛山**工程有限公司,大众,30,6,86416.67,1,33388203000,0,1354291200000,0,24,140000.0,25000.0
广东省 佛山,630000.00,7,20.00,90000.00,1,佛山***加工厂,丰田,30,7,0.00,1,59653869000,0,1385827200000,0,29,180000.0,100000.0
广东省 佛山,280000.00,5,20.00,55000.00,1,佛山**医院,马自达,30,5,0.00,1,230725938000,0,1354291200000,0,29,65000.0,20000.0
广东省 佛山,2400000.00,6,20.00,400000.00,1,佛山市*茶行,雷克萨斯,30,6,0.00,1,83428240000,0,1291132800000,0,47,300000.0,80000.0
广东省 佛山,200000.00,2,20.00,100000.00,1,佛山**环保设备公司,奥德赛,30,2,0.00,1,172938874000,0,1259596800000,0,49,90000.0,50000.0
广东省 佛山,560000.00,8,20.00,70000.00,1,佛山**有机硅厂,丰田,30,7,71166.67,1,228159020000,0,1196438400000,0,37,80000.0,15000.0
广东省 广州,80000.00,2,22.00,40000.00,1,天河**工地,比亚迪,150,2,0.00,1,70392687000,0,1322668800000,0,50,45000.0,20000.0
广东省 广州,1100000.00,3,20.00,350000.00,1,广州**贸易公司,奥迪,30,3,0.00,1,322928990000,0,1354291200000,0,38,360000.0,150000.0
广东省 肇庆,900000.00,5,20.00,180000.00,1,高要市**五金厂,宝马,30,5,0.00,1,157213950000,0,1228060800000,0,38,170000.0,100000.0
广东省 广州,210000.00,3,20.00,70000.00,1,广州**医疗机械公司,丰田,30,3,0.00,1,104769244000,0,1291132800000,0,32,60000.0,10000.0
广东省 佛山,360000.00,7,20.00,50000.00,-9,佛山**家具厂,本田,30,7,0.00,1,196698902000,0,1228060800000,0,47,100000.0,20000.0
广东省 佛山,240000.00,10,20.00,30000.00,1,佛山**棋牌室,起亚,30,9,16266.67,1,115310181000,0,1322668800000,0,24,50000.0,8000.0
广东省 佛山,104000.00,4,20.00,28000.00,1,佛山**粉体经营部,东风日产,30,4,0.00,1,141575841000,0,1354291200000,0,39,60000.0,12000.0
广东省 广州,1810000.00,8,18.00,220000.00,1,广州**贸易有限公司,奥迪A6,10,8,0.00,1,104769507000,0,1354291200000,0,39,440000.0,50000.0
广东省 佛山,490000.00,7,18.00,70000.00,1,佛山**床上用品有限公司,雪佛兰,15,6,71166.67,1,65198397000,0,1385827200000,0,43,100000.0,40000.0
广东省 广州,500000.00,4,20.00,100000.00,1,广州***贸易公司,奥迪,30,4,0.00,1,215260308000,0,1228060800000,0,49,200000.0,23000.0
广东省 广州,280000.00,4,20.00,70000.00,1,佛山**机电设备有限公司,名爵,30,4,0.00,1,-247584455000,0,1322668800000,0,41,75000.0,30000.0
广东省 广州,135000.00,3,20.00,45000.00,1,广州**装饰设计公司,雪佛兰牌,30,3,0.00,1,459858825000,0,1259596800000,0,37,45000.0,30000.0
广东省 佛山,3150000.00,9,20.00,350000.00,1,佛山**金属材料厂,宝马,30,8,355833.33,1,267978608000,0,1354291200000,0,22,600000.0,100000.0
广东省 广州,600000.00,6,20.00,100000.00,1,广州**贸易有限公司,东风日产,30,6,0.00,1,110212251000,0,1354291200000,0,50,70000.0,30000.0
广东省 佛山,303000.00,9,20.00,35000.00,1,深圳**装饰有限公司佛山分公司,海马,30,8,32533.33,1,70641103000,0,1385827200000,0,30,60000.0,19000.0
广东省 佛山,190000.00,6,20.00,30000.00,1,佛山**服装有限公司,名爵,30,6,0.00,1,131121129000,0,1196438400000,0,54,40000.0,20000.0
广东省 广州,550000.00,11,20.00,50000.00,1,广州**纸制品公司,红旗,30,10,50833.33,1,270581414000,0,1259596800000,0,38,50000.0,20000.0
广东省 广州,660000.00,6,20.00,110000.00,-9,广州**服饰有限公司,长城哈弗,30,6,0.00,1,333653487000,0,1385827200000,0,34,110000.0,20000.0
广东省 佛山,2350000.00,4,20.00,550000.00,1,佛山**服装公司,梅赛德斯-奔驰,30,4,0.00,1,202213821000,0,1322668800000,0,0,600000.0,100000.0
广东省 佛山,870000.00,5,20.00,160000.00,1,佛山**金属贸易有限公司,本田艾力绅,30,5,0.00,1,83946625000,0,1385827200000,0,46,240000.0,70000.0
广东省 佛山,70000.00,1,20.00,70000.00,-9,佛山**物资回收有限公司,东风日产,30,1,0.00,1,141845414000,0,1322668800000,0,27,110000.0,60000.0
广东省 广州,1040000.00,13,20.00,80000.00,-9,广州**建筑公司,北京现代,30,12,81333.33,1,149535125000,0,1291132800000,0,41,80000.0,-9
广东省 广州,1610000.00,7,20.00,230000.00,1,广州**皮具有限公司,别克,30,7,0.00,1,207570600000,0,1259596800000,0,37,190000.0,50000.0
广东省 佛山,1440000.00,6,20.00,240000.00,1,佛山**贸易有限公司,雷克萨斯,30,6,0.00,1,133972203000,0,1354291200000,0,37,400000.0,25000.0
广东省 佛山,200000.00,4,20.00,50000.00,1,佛山**五金购销部,广本田-飞度,30,4,0.00,1,86538668000,0,1354291200000,0,54,55000.0,20000.0
广东省 佛山,265000.00,5,20.00,55000.00,1,佛山**家具有限公司,东风悦达起亚,30,5,0.00,1,173457193000,0,1385827200000,0,41,110000.0,20000.0
广东省 佛山,255000.00,9,20.00,30000.00,1,佛山**咨询服务公司,大众,30,8,25416.67,1,126023641000,0,1354291200000,0,31,60000.0,10000.0
广东省 广州,600000.00,5,20.00,120000.00,1,广州**信息科技公司,丰田,30,5,0.00,1,110395801000,0,1291132800000,0,27,140000.0,50000.0
广东省 广州,335000.00,11,20.00,35000.00,1,广州**拍卖公司,长城,30,10,25416.67,1,254943086000,0,1291132800000,0,51,50000.0,18000.0
广东省 佛山,720000.00,9,20.00,80000.00,1,湖南**国有水库,东风本田,30,8,81333.33,1,147202358000,0,1259596800000,0,49,100000.0,100000.0
广东省 佛山,310000.00,10,20.00,32500.00,1,佛山**电子商务公司,东风,30,9,27958.33,1,81365631000,0,1354291200000,0,29,50000.0,11000.0
广东省 广州,3000000.00,4,20.00,750000.00,1,佛山**管理顾问有限公司,保时捷,30,4,0.00,1,352290604000,0,1385827200000,0,39,750000.0,150000.0
广东省 惠州,1200000.00,3,22.00,400000.00,1,惠州**童装有限公司,宝马,90,3,0.00,1,23466810000,0,1322668800000,0,32,300000.0,170000.0
广东省 广州,70000.00,1,22.00,70000.00,-9,广州**项目部,蒙迪欧,90,1,0.00,1,339086151000,0,1291132800000,0,43,90000.0,10000.0
广东省 佛山,150000.00,1,18.00,150000.00,1,佛山**贸易有限公司,宝马,15,1,0.00,1,105201507000,0,1385827200000,0,26,270000.0,30000.0
广东省 广州,400000.00,2,22.00,200000.00,1,广州**服装批发公司,梅赛德斯-奔驰,120,2,0.00,1,186600776000,0,1228060800000,0,33,140000.0,200000.0
广东省 惠州,50000.00,1,22.00,50000.00,1,惠州市**水店,丰田,90,1,0.00,1,47324045000,0,1291132800000,0,28,70000.0,7500.0
广东省 广州,225000.00,6,22.00,45000.00,1,广州**皮毛有限公司,海马,90,4,45750.00,1,70911329000,0,1291132800000,0,43,40000.0,150000.0
广东省 广州,750000.00,3,20.00,250000.00,-9,广州**装饰公司,奔驰,30,3,0.00,1,39436364000,0,1385827200000,0,28,320000.0,50000.0
广东省 佛山,470000.00,5,22.00,100000.00,1,佛山**贸易有限公司,骐达,90,4,91500.00,1,49991629000,0,1291132800000,0,44,60000.0,200000.0
广东省 广州,100000.00,1,22.00,100000.00,-9,广州**粮油店,东风日产,90,1,0.00,1,31502119000,0,1354291200000,0,24,150000.0,200000.0
广东省 广州,80000.00,1,20.00,80000.00,1,广州**贸易有限公司,雷克萨斯,30,1,0.00,1,415463784000,0,1196438400000,0,53,130000.0,200000.0
广东省 佛山,190000.00,2,24.00,90000.00,1,佛山**五金装饰有限公司,丰田,180,2,0.00,1,265646277000,0,1196438400000,0,44,65000.0,10000.0
广东省 广州,420000.00,9,20.00,45000.00,-9,**汽车玻璃公司,长安福特,30,8,45750.00,1,163003124000,0,1196438400000,0,38,70000.0,15000.0
广东省 佛山,625000.00,6,20.00,110000.00,1,佛山**家具有限公司,丰田,30,6,0.00,1,168370380000,0,1291132800000,0,39,110000.0,30000.0
广东省 佛山,200000.00,3,20.00,60000.00,1,佛山**无机材料厂,丰田,30,3,0.00,1,173640875000,0,1322668800000,0,34,240000.0,30000.0
广东省 广州,275000.00,5,20.00,55000.00,1,广州***电子科技有限公司,北京现代,30,5,0.00,1,115839356000,0,1322668800000,0,23,95000.0,20000.0
广东省 佛山,1260000.00,6,20.00,180000.00,-9,佛山**陶瓷有限公司,奔驰,30,6,0.00,1,50077938000,0,1385827200000,0,26,230000.0,50000.0
广东省 惠州,165000.00,4,22.00,50000.00,1,惠州地皮生意个体户,本田奥德赛,90,3,35583.33,1,-9,0,1101830400000,0,34,70000.0,10000.0
广东省 佛山,1090000.00,10,20.00,180000.00,1,佛山**运输有限公司,奥迪,30,7,91500.00,1,139660339000,0,1291132800000,0,41,200000.0,90000.0
广东省 广州,390000.00,3,20.00,130000.00,1,广州旧汽车配件公司,丰田,30,3,0.00,1,194797954000,0,1322668800000,0,31,160000.0,40000.0
广东省 佛山,400000.00,5,20.00,100000.00,1,佛山**不锈钢有限公司,丰田,30,4,0.00,1,139674875000,0,1259596800000,0,23,200000.0,10000.0
广东省 佛山,160000.00,4,20.00,40000.00,1,佛山市*旅行社,丰田,30,4,0.00,1,84465352000,0,1322668800000,0,44,50000.0,5000.0
广东省 佛山,200000.00,6,20.00,10000.00,1,佛山**旅行社有限公司高明部,丰田,30,5,40666.67,1,108225511000,0,1259596800000,0,27,100000.0,45000.0
广东省 佛山,400000.00,9,20.00,50000.00,-9,佛山***针织厂,丰田,30,8,40666.67,1,231874334000,0,1259596800000,0,29,100000.0,20000.0
广东省 佛山,150000.00,3,20.00,50000.00,1,佛山**五金店,丰田,30,3,0.00,1,429039187000,0,1228060800000,0,54,80000.0,20000.0
广东省 佛山,300000.00,7,20.00,40000.00,1,佛山**化工加工公司,-9,30,7,0.00,1,423768856000,0,-9,0,48,80000.0,10000.0
广东省 佛山,270000.00,9,20.00,30000.00,1,佛山**手机维修店,起亚,30,8,30500.00,1,189624931000,0,1322668800000,0,32,60000.0,30000.0
广东省 佛山,30000.00,1,18.00,30000.00,-9,佛山**建材陶瓷有限公司,东风日产,15,1,0.00,1,53026630000,0,1385827200000,0,32,90000.0,30000.0
广东省 佛山,600000.00,1,22.00,600000.00,1,佛山**玉器加工有限公司,凯宴,90,1,0.00,1,129292390000,0,1385827200000,0,43,800000.0,300000.0
广东省 广州,300000.00,1,22.00,300000.00,1,广州**环保科技有限公司,奥迪,90,1,0.00,1,31933976000,0,1354291200000,0,42,290000.0,50000.0
广东省 佛山,180000.00,1,20.00,180000.00,-9,广东**旅游发展有限公司,兰德酷路泽普拉多2694CC越野,30,1,0.00,1,3076523000,0,1259596800000,0,50,200000.0,20000.0
广东省 佛山,210000.00,3,20.00,70000.00,1,佛山**针织贸易公司,马自达,30,3,0.00,1,276446209000,0,1259596800000,0,39,80000.0,50000.0
广东省 佛山,150000.00,1,24.00,150000.00,-9,佛山**纺织有限公司,宝马,180,1,0.00,1,60878323000,0,1259596800000,0,25,300000.0,7000.0
广东省 东莞市,270000.00,5,22.00,80000.00,-9,东莞**货运代理有限公司,轩逸,90,4,40666.67,1,208200715000,0,1259596800000,0,46,70000.0,26000.0
